dc:title,prism:publicationName,prism:coverDate,prism:volume,prism:issueIdentifier,prism:pageRange,prism:doi,subtype,subtypeDescription,citedby-count,eid,pubmed-id,openaccess,abstract,themes
Loss of predation risk from apex predators can exacerbate marine tropicalization caused by extreme climatic events,Journal of Animal Ecology,2021-09-01,90,9,2041-2052,10.1111/1365-2656.13424,ar,Article,26,2-s2.0-85101258745,33624313,0,"Extreme climatic events (ECEs) and predator removal represent some of the most widespread stressors to ecosystems. Though species interactions can alter ecological effects of climate change (and vice versa), it is less understood whether, when and how predator removal can interact with ECEs to exacerbate their effects. Understanding the circumstances under which such interactions might occur is critical because predator loss is widespread and ECEs can generate rapid phase shifts in ecosystems which can ultimately lead to tropicalization. Our goal was to determine whether loss of predation risk may be an important mechanism governing ecosystem responses to extreme events, and whether the effects of such events, such as tropicalization, can occur even when species range shifts do not. Specifically, our goal was to experimentally simulate the loss of an apex predator, the tiger shark Galeocerdo cuvier effects on a recently damaged seagrass ecosystem of Shark Bay, Australia by applying documented changes to risk-sensitive grazing of dugong Dugong dugon herbivores. Using a 16-month-field experiment established in recently disturbed seagrass meadows, we used previous estimates of risk-sensitive dugong foraging behaviour to simulate altered risk-sensitive foraging densities and strategies of dugongs consistent with apex predator loss, and tracked seagrass responses to the simulated grazing. Grazing treatments targeted and removed tropical seagrasses, which declined. However, like in other mixed-bed habitats where dugongs forage, treatments also incidentally accelerated temperate seagrass losses, revealing that herbivore behavioural changes in response to predator loss can exacerbate ECE and promote tropicalization, even without range expansions or introductions of novel species. Our results suggest that changes to herbivore behaviours triggered by loss of predation risk can undermine ecological resilience to ECEs, particularly where long-lived herbivores are abundant. By implication, ongoing losses of apex predators may combine with increasingly frequent ECEs to amplify climate change impacts across diverse ecosystems and large spatial scales.","7,11"
Climate Change Implications for Tidal Marshes and Food Web Linkages to Estuarine and Coastal Nekton,Estuaries and Coasts,2021-09-01,44,6,1637-1648,10.1007/s12237-020-00891-1,ar,Article,58,2-s2.0-85099873422,,1,"Climate change is altering naturally fluctuating environmental conditions in coastal and estuarine ecosystems across the globe. Departures from long-term averages and ranges of environmental variables are increasingly being observed as directional changes [e.g., rising sea levels, sea surface temperatures (SST)] and less predictable periodic cycles (e.g., Atlantic or Pacific decadal oscillations) and extremes (e.g., coastal flooding, marine heatwaves). Quantifying the short- and long-term impacts of climate change on tidal marsh seascape structure and function for nekton is a critical step toward fisheries conservation and management. The multiple stressor framework provides a promising approach for advancing integrative, cross-disciplinary research on tidal marshes and food web dynamics. It can be used to quantify climate change effects on and interactions between coastal oceans (e.g., SST, ocean currents, waves) and watersheds (e.g., precipitation, river flows), tidal marsh geomorphology (e.g., vegetation structure, elevation capital, sedimentation), and estuarine and coastal nekton (e.g., species distributions, life history adaptations, predator-prey dynamics). However, disentangling the cumulative impacts of multiple interacting stressors on tidal marshes, whether the effects are additive, synergistic, or antagonistic, and the time scales at which they occur, poses a significant research challenge. This perspective highlights the key physical and ecological processes affecting tidal marshes, with an emphasis on the trophic linkages between marsh production and estuarine and coastal nekton, recommended for consideration in future climate change studies. Such studies are urgently needed to understand climate change effects on tidal marshes now and into the future.","5,7,9,11"
"Loss of Giant Kelp, Macrocystis pyrifera, Driven by Marine Heatwaves and Exacerbated by Poor Water Clarity in New Zealand",Frontiers in Marine Science,2021-08-18,8,,,10.3389/fmars.2021.721087,ar,Article,65,2-s2.0-85113983261,,1,"Marine heatwaves (MHW) are becoming stronger and more frequent across the globe. MHWs affect the thermal physiology of all biological organisms, but wider ecosystem effects are particularly impactful when large habitat-forming foundation species such as kelps are affected. Many studies on impacts from MHWs on kelps have focused on temperature effects in isolation, except for a few studies that have integrated co-occurring stress from grazers, wave exposure and nutrient limitation. It is likely that many stressors act in concert with MHWs and exacerbate their effects. Here we analyzed satellite images over 60 months to assess temporal changes in abundance of surface canopies of the giant kelp Macrocystis pyrifera in the New Zealand coastal zone. The analysis encompassed the most extreme MHW on record (2017/18), across a 6° latitudinal gradient of four regions southward from the northern distributional limit of Macrocystis along mainland New Zealand. We tested the association of surface canopy cover of Macrocystis with sea surface temperature, temperature anomalies, chlorophyll-a (a proxy for nutrient availability) and water clarity (diffuse attenuation coefficient). We found a reduced cover of Macrocystis across all regions during and after the 2017/18 MHW, with least impact at the most southern region where the maximum temperatures did not exceed 18°C. There was also an important and significant interaction between temperature and water clarity, showing that temperature-induced kelp loss was greater when water clarity was poor. These results show that notable negative effects occurred across the coastal range of this foundation species and highlight the importance of studying MHW effects across latitudinal gradients and in concert with other co-occurring stressors.","7,8,10"
Survivors of Climate Driven Abalone Mass Mortality Exhibit Declines in Health and Reproduction Following Kelp Forest Collapse,Frontiers in Marine Science,2021-08-16,8,,,10.3389/fmars.2021.725134,ar,Article,22,2-s2.0-85114317363,,1,"Marine ecosystems are vulnerable to climate driven events such as marine heatwaves yet we have a poor understanding of whether they will collapse or recover. Kelp forests are known to be susceptible, and there has been a rise in sea urchin barrens around the world. When temperatures increase so do physiological demands while food resources decline, tightening metabolic constraints. In this case study, we examine red abalone (Haliotis rufescens) looking at sublethal impacts and their prospects for recovery within kelp forests that have shifted to sea urchin barrens. Abalone are a recreationally fished species that once thrived in northern California’s bull kelp forests but have recently suffered mass mortalities since the 2014–2016 marine heatwave. Quantitative data exist on the health and reproduction of abalone both prior to and after the collapse. The survivors of the mass mortality show a 2-year lag in body and gonad condition indices. After the lag, body and gonad indexes decreased substantially, as did the relationship between shell length and body weight. Production of mature eggs per female declined by 99% (p < 0.001), and the number of eggs per gram of female body weight (2,984/g) declined to near zero (9/g). The number of males with sperm was reduced by 33%, and the sperm abundance score was reduced by 28% (p = 0.414). We observed that these reductions were for mature eggs and sperm while immature eggs and spermatids were still present in large numbers. In the lab, after reintroduction of kelp, weight gains were quickly lost following a second starvation period. This example illustrates how climate-driven declines in foundation species can suppress recovery of the system by impacting body condition and future reproduction of surviving individuals. Given the poor reproductive potential of the remaining abalone in northern California, coupled with ongoing mortality and low kelp abundances, we discuss the need to maintain the fishing moratorium and implement active abalone restoration measures. For fished species, such as abalone, this additional hurdle to recovery imposed by changes in climate is critical to understand and incorporate into resource management and restoration.","7,9,11"
Flexible use of a dynamic energy landscape buffers a marine predator against extreme climate variability,Proceedings of the Royal Society B Biological Sciences,2021-08-11,288,1956,,10.1098/rspb.2021.0671,ar,Article,24,2-s2.0-85113417172,34344182,1,"Animal migrations track predictable seasonal patterns of resource availability and suitable thermal habitat. As climate change alters this 'energy landscape', some migratory species may struggle to adapt. We examined how climate variability influences movements, thermal habitat selection and energy intake by juvenile Pacific bluefin tuna (Thunnus orientalis) during seasonal foraging migrations in the California Current. We tracked 242 tuna across 15 years (2002-2016) with high-resolution archival tags, estimating their daily energy intake via abdominal warming associated with digestion (the 'heat increment of feeding'). The poleward extent of foraging migrations was flexible in response to climate variability, allowing tuna to track poleward displacements of thermal habitat where their standard metabolic rates were minimized. During a marine heatwave that saw temperature anomalies of up to +2.5°C in the California Current, spatially explicit energy intake by tuna was approximately 15% lower than average. However, by shifting their mean seasonal migration approximately 900 km poleward, tuna remained in waters within their optimal temperature range and increased their energy intake. Our findings illustrate how tradeoffs between physiology and prey availability structure migration in a highly mobile vertebrate, and suggest that flexible migration strategies can buffer animals against energetic costs associated with climate variability and change.","5,7,14"
State of the California Current 2019–2020: Back to the Future With Marine Heatwaves?,Frontiers in Marine Science,2021-08-10,8,,,10.3389/fmars.2021.709454,ar,Article,53,2-s2.0-85113358414,,1,"The California Current System (CCS) has experienced large fluctuations in environmental conditions in recent years that have dramatically affected the biological community. Here we synthesize remotely sensed, hydrographic, and biological survey data from throughout the CCS in 2019–2020 to evaluate how recent changes in environmental conditions have affected community dynamics at multiple trophic levels. A marine heatwave formed in the north Pacific in 2019 and reached the second greatest area ever recorded by the end of summer 2020. However, high atmospheric pressure in early 2020 drove relatively strong Ekman-driven coastal upwelling in the northern portion of the CCS and warm temperature anomalies remained far offshore. Upwelling and cooler temperatures in the northern CCS created relatively productive conditions in which the biomass of lipid-rich copepod species increased, adult krill size increased, and several seabird species experienced positive reproductive success. Despite these conditions, the composition of the fish community in the northern CCS remained a mixture of both warm- and cool-water-associated species. In the southern CCS, ocean temperatures remained above average for the seventh consecutive year. Abundances of juvenile fish species associated with productive conditions were relatively low, and the ichthyoplankton community was dominated by a mixture of oceanic warm-water and cosmopolitan species. Seabird species associated with warm water also occurred at greater densities than cool-water species in the southern CCS. The population of northern anchovy, which has been resurgent since 2017, continued to provide an important forage base for piscivorous fishes, offshore colonies of seabirds, and marine mammals throughout the CCS. Coastal upwelling in the north, and a longer-term trend in warming in the south, appeared to be controlling the community to a much greater extent than the marine heatwave itself.","5,7,10"
Sensitivity of photosynthesis to warming in two similar species of the aquatic angiosperm ruppia from tropical and temperate habitats,Sustainability Switzerland,2021-08-02,13,16,,10.3390/su13169433,ar,Article,8,2-s2.0-85113585973,,1,"Climate change-related events, such as marine heatwaves, are increasing seawater temperatures, thereby putting pressure on marine biota. The cosmopolitan distribution and significant contribution to marine primary production by the genus Ruppia makes them interesting organisms to study thermal tolerance and local adaptation. In this study, we investigated the photosynthetic responses in Ruppia to the predicted future warming in two contrasting bioregions, temperate Sweden and tropical Thailand. Through DNA barcoding, specimens were determined to Ruppia cirrhosa for Sweden and Ruppia maritima for Thailand. Photosynthetic responses were assessed using pulse amplitude-modulated fluorometry, firstly in short time incubations at 18, 23, 28, and 33◦ C in the Swedish set-up and 28, 33, 38, and 43◦ C in the Thai set-up. Subsequent experiments were conducted to compare the short time effects to longer, five-day incubations in 28◦ C for Swedish plants and 40◦ C for Thai plants. Swedish R. cirrhosa displayed minor response, while Thai R. maritima was more sensitive to both direct and prolonged temperature stress with a drastic decrease in the photosynthetic parameters leading to mortality. The results indicate that in predicted warming scenarios, Swedish R. cirrhosa may sustain an efficient photosynthesis and potentially outcompete more heat-sensitive species. However, populations of the similar R. maritima in tropical environments may suffer a decline as their productivity will be highly reduced.","7,14"
Comparative thermal performance among four young-of-the-year temperate reef fish species,ICES Journal of Marine Science,2021-08-01,78,5,1684-1696,10.1093/icesjms/fsab072,ar,Article,5,2-s2.0-85116118303,,0,"Identifying the role of temperature on species-specific performance is critical for predicting how species will respond to temperature increases expected under climate change. We compared the thermal performance of two sympatric Pacific rockfish species complexes (controls for relatedness and geographic location) that vary in larval life-history traits associated with different oceanographic regimes including temperature during early life-history stages: the BY complex (Black: Sebastes melanops, Yellowtail: S. flavidus) and the CQ complex (Copper: S. caurinus, Quillback: S. maliger). By using controlled experiments, we evaluated foraging activity, growth, and survival of young-of-the-year rockfish recruits under current and future habitat temperatures over a 14-day time period indicative of marine heatwave events expected with climate change. BY rockfish displayed a heat-intolerant behaviour by only foraging at temperatures within current habitat temperatures, whereas the CQ rockfish displayed a heat-tolerant behaviour by actively foraging at temperatures above current and future predicted temperatures for a limited time. Although growth and survival in each species significantly declined with temperature, the magnitude of the effect did not vary between species. Taken together, our results show that rockfish are capable of using different behavioural strategies to cope with warming and may be differentially impacted by future climate conditions.","7,14"
State of the climate in 2020,Bulletin of the American Meteorological Society,2021-08-01,102,8,1-481,10.1175/2021BAMSStateoftheClimate.1,re,Review,98,2-s2.0-85115757564,,1,"In 2020, the dominant greenhouse gases stored in Earth’s atmosphere continued to increase. The annual global average carbon dioxide (CO2) concentration at Earth’s surface was 412.5 ± 0.1 ppm, an increase of 2.5 ± 0.1 ppm over 2019, and the highest in the modern instrumental record and in ice core records dating back 800,000 years. While anthropogenic CO2 emissions were estimated to decrease around 6%–7% globally during the year due to reduced human activities during the COVID-19 pandemic, the reduction did not materially affect atmospheric CO2 accumulation as it is a relatively small change, less even than interannual variability driven by the terrestrial biosphere. The net global uptake of ~3.0 petagrams of anthropogenic carbon by oceans in 2020 was the highest in the 39-year record and almost 30% higher than the 1999–2019 average. Weak El Niño-like conditions in the eastern equatorial Pacific Ocean in early 2020 cooled and transitioned to a moderate La Niña later in the year. Even so, the annual global surface temperature across land and oceans was among the three highest in records dating to the mid- to late 1800s. In Europe, 17 countries reported record high annual mean temperatures, contributing to the warmest year on record for the European continent. Elsewhere, Japan, Mexico, and Seychelles also experienced record high annual mean temperatures. In the Caribbean, Aruba, Martinique, and St. Lucia reported their all-time monthly maximum temperatures. In the United States, Furnace Creek in Death Valley, California, reached 54.4°C on 16 August—the hottest temperature measured on Earth since 1931, pending confirmation. North of 60°N, the annual mean temperature over Arctic land areas was 2.1°C above the 1981–2010 average, the highest in the 121-year record. On 20 June, a temperature of 38°C was observed at Verkhoyansk, Russia (67.6°N), provisionally the highest temperature ever measured within the Arctic Circle. Near the opposite pole, an atmospheric river—a long, narrow region in the atmosphere that transports heat and moisture from sub-tropical and midlatitudes—brought extreme warmth from sub-tropical and midlatitudes to parts of Antarctica during austral summer. On 6 February, Esperanza Station recorded a temperature of 18.3°C, the highest temperature recorded on the continent, surpassing the previous record set in 2015 by 1.1°C. The warmth also led to the largest late-summer surface melt event in the 43-year record, affecting more than 50% of the Antarctic Peninsula. In August, daily sea ice extent in the waters surrounding Antarctica shifted from below to above average, marking the end of persistent below-average sea ice extent since austral spring 2016. In the Arctic, when sea ice reached its annual maximum extent in March, thin, first-year ice comprised ~70% of the ice; the thickest ice, which is usually more than four years old, had declined by more than 86% since 1985 to make up just 2% of total ice in 2020. When the minimum sea ice extent was reached in September, it was the second smallest except for 2012 in the 42-year satellite record. The Northern Sea Route along the Siberian coast was open for about 2.5 months, from late July through mid-October, compared to less than a month typically. Glaciers across the global cryosphere lost mass for the 33rd consecutive year, and permafrost temperatures continued to reach record highs at many high latitude and mountain locations. In the Northern Hemisphere, lakes froze three days later and thawed 5.5 days earlier on average. In Finland, the average duration of lake ice was 42 days shorter. Record high spring temperatures in central Siberia drove rapid snow melt that contributed to the lowest June snow cover extent across Eurasia in the 54-year record. As is typical, some areas around the world were notably dry in 2020 and some were notably wet. The Middle East experienced an extreme drought during autumn, with most places reporting no precipitation in October. In South America, the Bolivian lowlands suffered one of its most severe droughts on record during autumn. Drought also spanned the Chaco and Pantanal in Bolivia, Paraguay, and southern Brazil. The Paraguay River shrank to its lowest levels in half a century. A decadal “mega drought” in south-central Chile continued through its 11th year, with extreme conditions in the most populated areas. Argentina reported its driest year since 1995. In North America, drought continued to prevail in the West. The lack of moisture in drought-stricken regions often provide ideal conditions for fire. Total fire emissions in the western United States in 2020 were almost three times higher than the 2003–10 mean. The Arctic experienced its highest fire year in terms of carbon emitted into the atmosphere, surpassing the record set in 2019 by 34%, with most of the fires occurring in Arctic Asia. In the tropics, the Amazon saw its highest fire activity since 2012, while fire activity in tropical Asia—including Indonesia—was one of the lowest on record, related to wet conditions as La Niña evolved during the fire season. The 2020 Southwest Asian Monsoon season (June–September) was the wettest since 1981, also coincident with the emergence of La Niña. The Meiyu rainy season, which usually occurs between July and August over the Yangtze and Huaihe River Valleys of China, was extended by two months in 2020. The May–October total rainfall averaged over the area was the most since the start of the record in 1961. Associated severe flooding affected about 45.5 million people. A widespread desert locust infestation during 2019–20 impacted equatorial and northern East Africa, as heavy rains and prevailing winds were favorable for breeding and movement of swarms across Kenya, Ethiopia, northeastern Somalia, Uganda, South Sudan, and northern Tanzania. The massive infestation destroyed thousands of square kilometers of cropland and pasture lands, resulting in one million people in need of food aid in Ethiopia alone. Extremely heavy rains in April also triggered widespread flooding and landslides in Ethiopia, Somalia, Rwanda, and Burundi. The Lake Victoria region was the wettest in its 40-year record. Across the global oceans, the average ocean heat content reached a record high in 2020 and the sea surface temperature was the third highest on record, surpassed only by 2016 and 2019. Approximately 84% of the ocean surface experienced at least one marine heatwave (MHW) in 2020. For the second time in the past decade, a major MHW developed in the northeast Pacific, covering an area roughly six times the size of Alaska in September. Global mean sea level was record high for the ninth consecutive year, reaching 91.3 mm above the 1993 average when satellite measurements began, an increase of 3.5 mm over 2019. Melting of the Greenland Ice Sheet accounted for about 0.8 mm of the sea level rise, with an overall loss of 293 ± 66 gigatons of ice. A total of 102 named tropical storms were observed during the Northern and Southern Hemisphere storm seasons, well above the 1981–2010 average of 85. In the North Atlantic, a record 30 tropical cyclones formed, surpassing the previous record of 28 in 2005. Major Hurricanes Eta and Iota made landfall along the eastern coast of Nicaragua in nearly the same location within a two-week period, impacting over seven million people across Central America. In the western North Pacific, Super Typhoon Goni was the strongest tropical cyclone to make landfall in the historical record and led to the evacuation of almost 1 million people in the Philippines. Very Severe Cyclonic Storm Gati was the strongest recorded cyclone to make landfall over Somalia. Bosaso, in northeast Somalia, received 128 mm of rainfall in a 24-hour period, exceeding the city’s average annual total of 100 mm. Above Earth’s surface, the annual lower troposphere temperature equaled 2016 as the highest on record, while stratospheric temperatures continued to decline. In 2020, the stratospheric winter polar vortices in both hemispheres were unusually strong and stable. Between December 2019 and March 2020, the Arctic polar vortex was the strongest since the beginning of the satellite era, contributing to record low stratospheric ozone levels in the region that lasted into spring. The anomalously strong and persistent Antarctic polar vortex was linked to the longest-lived, and 12th-largest, ozone hole over the region, which lasted to the end of December.","5,6,7,10"
Spatiotemporal variability and trends of marine heat waves in the red sea over 38 years,Journal of Marine Science and Engineering,2021-08-01,9,8,,10.3390/jmse9080842,ar,Article,28,2-s2.0-85112151804,,1,"Marine heat waves (MHWs) can have catastrophic consequences for the socio-environmental system. Especially in the Red Sea, which has the world’s second longest coral reef system. Here, we investigate the sea surface temperature (SST) variability and trends, as well as the spatiotemporal characteristics of marine heat waves (MHWs) in the Red Sea, using high resolution daily gridded (1/20◦ ) SST data obtained from the Copernicus Marine Environment Monitoring Service (CMEMS) for the period 1982–2019. Results show that the average warming rate was about 0.342 ± 0.047◦ C/decade over the entire Red Sea over the whole study period. The Empirical Orthogonal Function (EOF) analysis reveals that the maximum variability is over the central part of the Red Sea, while the mini-mum variability is in the southernmost part of the Red Sea. Over the last two decades (2000–2019), we have discovered that the average MHW frequency and duration increased by 35% and 67%, respectively. The results illustrate that the MHW frequency and duration trends have increased by 1.17 counts/decade and 1.79 days/decade, respectively, over the study period. The highest annual MHW frequencies were detected in the years 2018, 2019, 2010, and 2017. A strong correlation (R = 0.89) was found between the annual MHW frequency and the annual mean SST.","2,5,10"
Photo-physiology and morphology reveal divergent warming responses in northern and southern hemisphere seagrasses,Marine Biology,2021-08-01,168,8,,10.1007/s00227-021-03940-w,ar,Article,14,2-s2.0-85111295071,,2,"A better understanding of species and population responses to thermal stress is critical to predict changes in their distribution under warming scenarios. Seagrasses are a unique group of marine plants that play fundamental roles in marine environments and provide vital ecosystem services. Nevertheless, previous studies on seagrass thermal tolerance have focused exclusively on a handful of species, with the majority of these remaining virtually unexplored. Moreover, to date, no study has compared the response to thermal stress between northern and southern hemisphere seagrasses. Here, we conducted comparative mesocosm experiments using four seagrass species from the northern (i.e. Mediterranean: Posidonia oceanica, Cymodocea nodosa) and southern (i.e. Australia: Posidonia australis and Zostera muelleri) hemisphere as representative of two different life strategies, i.e. climax (P. oceanica, P. australis) and pioneer (C. nodosa, Z. muelleri). Plants acclimatized to the mesocosm conditions at ambient temperature (i.e. 26 °C) during a 5-week period, were exposed to a simulated marine heatwave (i.e. 32 °C) for 2 weeks. Measurements of plant responses, including photo-physiology, morphology, and pigment content, were performed at the end of the warming exposure. Results showed that warming had no significant effects on photosynthetic performances of northern hemisphere seagrasses while negatively impacted their southern hemisphere counterparts. Similarly, warming favored the growth of northern hemisphere plants, but strongly inhibited the development of southern hemisphere species. Furthermore, photo-physiological and pigment content results suggested pioneer seagrasses better dealt with warming than climax species. Our study provides more insights into the field of seagrass ecology and yields potential implication for future seagrass conservation and restoration activities.","7,11"
Persistence of marine heat waves for coral bleaching and their spectral characteristics around Andaman coral reef,Environmental Monitoring and Assessment,2021-08-01,193,8,,10.1007/s10661-021-09264-y,ar,Article,6,2-s2.0-85110466927,34259956,0,"Coral reefs are fragile and endangered ecosystems in the tropical marine and coastal environment. Thermal stress due to marine heat waves (MHW) could cause significantly negative impacts on the health conditions, i.e., bleaching of the coral ecosystem. The current study is an attempt to quantify the intensity of coral bleaching in the Andaman region in recent decades using the intensity of marine heat wave (IMHW) estimated from satellite measured sea surface temperature (SST). A linear regression model was developed between IMHW and in situ observations of percent coral bleaching (PCB) which has the slope 7.767 (of IMHW unit) and intercept (− 141.7). Further, an attempt was also made to establish the relationship between PCB and the ratio between the remote sensing reflectance (Rrs) at 443 and 531 nm to upscale the percentage of coral bleaching at synoptic scales. A significant positive correlation between the PCB and band ratio index was found (R2 = 0.72). This approach can be used for the operational monitoring of coral reef beaching in this region.","2,7,8"
"Egg retention of high-latitude sockeye salmon (Oncorhynchus nerka) in the Pilgrim River, Alaska, during the Pacific marine heatwave of 2014–2016",Polar Biology,2021-08-01,44,8,1643-1654,10.1007/s00300-021-02902-8,ar,Article,11,2-s2.0-85108240636,,0,"Ocean and freshwater conditions can influence spawning success of Pacific salmon (Oncorhynchus spp.) by governing the energy content of fish at the start of and during the spawning migration. Ocean conditions determine the energy stores of fish at the freshwater entry, while freshwater conditions determine how quickly stored energy is depleted as individuals migrate to spawning grounds in natal rivers and lakes. We assessed the occurrence of sockeye salmon (Oncorhynchus nerka) egg retention (failure to deposit eggs) in a high-latitude (~ 65°N) watershed that has a large, inter-annual variation in the number of returning adults. We also explored relationships between ocean and freshwater conditions with egg retention of female sockeye salmon. The proportion of females with egg retention (> 50 eggs) varied by threefold (12 to 36%) across years (2013 to 2020) and was related to ocean conditions represented by the North Pacific Index (NPI). Egg retention was more common in years with low NPI values (a stronger Aleutian Low) in association with the Pacific marine heatwave of 2014–2016 that disrupted food webs. This initial study contains the first empirical data observing the influence of ocean conditions on egg retention for any Pacific salmon population. The lack of any relationship between egg retention and freshwater temperatures was consistent with water temperatures primarily occurring below thresholds associated with heat stress related mortality (< 18 °C). Understanding the amount of egg retention and how environmental drivers influence egg retention within Pacific salmon populations provides insights for managers assessing the number of successful spawners and helps refine escapement-based management efforts.","5,7,9,10"
Dynamic strategies offer potential to reduce lethal ship collisions with large whales under changing climate conditions,Marine Policy,2021-08-01,130,,,10.1016/j.marpol.2021.104565,ar,Article,19,2-s2.0-85105604346,,0,"Dynamic ocean management (DOM), a type of marine spatial planning in which management decisions are updated in response to changing environmental, biological, or socioeconomic conditions, holds promise for balancing tradeoffs between conservation and marine resource use. However, as climate change continues to drive unprecedented oceanic changes, it is critical to evaluate how such tradeoffs may vary under different environmental regimes to ensure management strategies remain robust. To address this need, we explored blue whale ship strike management scenarios in the Southern California Bight, USA, an area that currently uses voluntary vessel speed reductions to mitigate risk of lethal ship collisions. We compared two simulated DOM strategies – a ‘daily strategy’ that implemented speed reductions in response to whale habitat conditions on a daily basis, and a ‘seasonal strategy’ that implemented speed reductions in response to whale habitat conditions on a seasonal basis – with a ‘fixed strategy’ that implemented speed reductions for a fixed time period each year, irrespective of environmental conditions. We evaluated the capacity of these strategies to balance tradeoffs between whale conservation and shipping activities over a 17-year study period. Critically, we assessed these tradeoffs before, during, and after a record marine heatwave to evaluate the relative utilities of these strategies during anomalous ocean conditions. Over the 17-year study period, seasonal and daily DOM strategies achieved a 6.4–10.7% improvement in expected whale protection from lethal collision, respectively, without the need for additional vessel speed reductions, as compared to the fixed strategy. The benefit of DOM strategies has grown in the last decade and was accentuated during and after the marine heatwave event, with the daily DOM strategy seeing a 16.2% increase in whale protection compared to the fixed strategy in the five years prior to the event, versus a 26.5% increase in the five years during and after the event. Such results indicate that dynamic ocean management is a valuable strategy for coping with anomalous environmental conditions, which will become increasingly important as the climate continues to change. Moreover, our study emphasizes the importance of assessing tradeoffs between conservation goals and human activities over a range of environmental conditions in order to evaluate the robustness of management strategies to climate change.","5,9,10"
Community-level economic impacts of a change in TAC for Alaska fisheries: A multi-regional framework assessment,Ecological Economics,2021-08-01,186,,,10.1016/j.ecolecon.2021.107072,ar,Article,5,2-s2.0-85105018361,,0,"A marine heatwave caused the total biomass of Gulf of Alaska (GOA) Pacific cod to plummet by 67% from 2015 to 2018. Based on the results from GOA Pacific cod stock assessment model, the North Pacific Fishery Management Council cut the GOA Pacific cod total allowable catch (TAC) by 80% in 2018. This study uses a 10-region multi-regional social accounting matrix model to compute the economic impacts of the cod fishery disaster on the six borough and census areas (BCAs) in Southwest Alaska plus effects on the other four regions. We consider both the negative effects of the reduction in the cod harvest and the offsetting effects from an observed increase in the price of the fish to calculate the “net” economic impacts. This study found that the offsetting effects from the price increase are significant; the reduction in total regional output in the rest of the United States is 15% less severe if effects of the price changes are taken into account. Furthermore, the region suffering the largest impacts on total seafood industry output (Aleutians East Borough) from the reduced TAC is not necessarily the region where the largest total regional impact occurs (rest of the U.S.).",9
A Persistent and Intense Marine Heatwave in the Northeast Pacific During 2019–2020,Geophysical Research Letters,2021-07-16,48,13,,10.1029/2021GL093239,ar,Article,74,2-s2.0-85109648734,,0,"Motivated by increasing marine heatwaves (MHWs) and their dramatic climate effects, we analyze the persistent 2019–2020 MHW, which showed significant positive sea surface temperature (SST) anomalies in the Northeast Pacific. Four SST peaks were identified during its evolution, which appeared in November 2019, April, July, and November 2020. Positive temperature anomalies were mostly located within the mixed layer for the first-year winter peak. However, the warm core was centered around 50 m below (at the bottom of) the mixed layer for the summer (second-year winter) peak. The dominant factor for the two wintertime peaks was a surface heat flux anomaly, with reduction in evaporative cooling due to the easterly anomaly. The heat flux and potentially the vertical entrainment combined to induce the peak in spring. In the tropical Pacific, a La Niña event occurred following this MHW, while other recorded double-peak events were associated with El Niño or neutral conditions.","2,4,10"
Fine-tuning heat stress algorithms to optimise global predictions of mass coral bleaching,Remote Sensing,2021-07-02,13,14,,10.3390/rs13142677,ar,Article,27,2-s2.0-85110756989,,1,"Increasingly intense marine heatwaves threaten the persistence of many marine ecosys-tems. Heat stress-mediated episodes of mass coral bleaching have led to catastrophic coral mortality globally. Remotely monitoring and forecasting such biotic responses to heat stress is key for effective marine ecosystem management. The Degree Heating Week (DHW) metric, designed to monitor coral bleaching risk, reflects the duration and intensity of heat stress events and is computed by accumulat-ing SST anomalies (HotSpot) relative to a stress threshold over a 12-week moving window. Despite significant improvements in the underlying SST datasets, corresponding revisions of the HotSpot threshold and accumulation window are still lacking. Here, we fine-tune the operational DHW algorithm to optimise coral bleaching predictions using the 5 km satellite-based SSTs (CoralTemp v3.1) and a global coral bleaching dataset (37,871 observations, National Oceanic and Atmospheric Administration). After developing 234 test DHW algorithms with different combinations of the HotSpot threshold and accumulation window, we compared their bleaching prediction ability using spatiotemporal Bayesian hierarchical models and sensitivity–specificity analyses. Peak DHW performance was reached using HotSpot thresholds less than or equal to the maximum of monthly means SST climatology (MMM) and accumulation windows of 4–8 weeks. This new configuration correctly predicted up to an additional 310 bleaching observations globally compared to the operational DHW algorithm, an improved hit rate of 7.9%. Given the detrimental impacts of marine heatwaves across ecosystems, heat stress algorithms could also be fine-tuned for other biological systems, improving scientific accuracy, and enabling ecosystem governance.","8,9,15"
