dc:title,prism:publicationName,prism:coverDate,prism:volume,prism:issueIdentifier,prism:pageRange,prism:doi,subtype,subtypeDescription,citedby-count,eid,pubmed-id,openaccess,abstract,themes
Benthic estuarine communities' contribution to bioturbation under the experimental effect of marine heatwaves,Scientific Reports,2021-12-01,11,1,,10.1038/s41598-021-90720-7,ar,Article,19,2-s2.0-85107421410,34075082,1,"Marine heatwaves are increasing worldwide, with several negative impacts on biological communities and ecosystems. This 24-day study tested heatwaves' effect with distinct duration and recovery periods on benthic estuarine communities' diversity and contribution to ecosystem functioning experimentally. The communities were obtained from a temperate estuary, usually subjected to high daily thermal amplitudes. Our goal was to understand the communities' response to the thermal change, including the community descriptors and behavioural changes expected during heat extremes. We measured community composition and structural changes and the bioturbation process and nutrient release as ecosystem functioning measurements. Overall, our findings highlight the potential tolerance of studied estuarine species to the temperature ranges tested in the study, as community composition and structure were similar, independently of the warming effect. We detected a slight trend for bioturbation and nutrient release increase in the communities under warming, yet these responses were not consistent with the heatwaves exposure duration. Overall, we conclude on the complexity of estuarine communities’ contribution to functioning under warming, and the importance of scalable experiments with benthic organisms' responses to climate variability, accommodating longer time scales and replication. Such an approach would set more efficient expectations towards climate change mitigation or adaptation in temperate estuarine ecosystems.","7,11"
"Progress in understanding of Indian Ocean circulation, variability, air-sea exchange, and impacts on biogeochemistry",Ocean Science,2021-11-26,17,6,1677-1751,10.5194/os-17-1677-2021,re,Review,105,2-s2.0-85120687613,,1,"Over the past decade, our understanding of the Indian Ocean has advanced through concerted efforts toward measuring the ocean circulation and air-sea exchanges, detecting changes in water masses, and linking physical processes to ecologically important variables. New circulation pathways and mechanisms have been discovered that control atmospheric and oceanic mean state and variability. This review brings together new understanding of the ocean-atmosphere system in the Indian Ocean since the last comprehensive review, describing the Indian Ocean circulation patterns, air-sea interactions, and climate variability. Coordinated international focus on the Indian Ocean has motivated the application of new technologies to deliver higher-resolution observations and models of Indian Ocean processes. As a result we are discovering the importance of small-scale processes in setting the large-scale gradients and circulation, interactions between physical and biogeochemical processes, interactions between boundary currents and the interior, and interactions between the surface and the deep ocean. A newly discovered regional climate mode in the southeast Indian Ocean, the Ningaloo Niño, has instigated more regional air-sea coupling and marine heatwave research in the global oceans. In the last decade, we have seen rapid warming of the Indian Ocean overlaid with extremes in the form of marine heatwaves. These events have motivated studies that have delivered new insight into the variability in ocean heat content and exchanges in the Indian Ocean and have highlighted the critical role of the Indian Ocean as a clearing house for anthropogenic heat. This synthesis paper reviews the advances in these areas in the last decade.","4,5,10"
Integrating Oceanographic Data and Benthic Community Structure Temporal Series to Assess the Dynamics of a Marginal Reef,Frontiers in Marine Science,2021-11-01,8,,,10.3389/fmars.2021.762453,ar,Article,7,2-s2.0-85119247686,,1,"Reefs are the richest marine ecosystems. Their benthic communities generate structural complexity and participate in nutrient cycles, providing habitat and food for many marine species. These ecosystems have been threatened by local and global anthropogenic impacts and changes in community structure have led to loss of biodiversity, ecosystem function and services worldwide. Most studies about these structural changes have been conducted in Caribbean and Indo-Pacific coral reefs. In the Southwestern Atlantic, where reefs are naturally algae-dominated, these efforts are incipient, especially at oceanic islands where local anthropic impacts tend to be lower, and natural and climate-induced fluctuations might be easily detected. We conducted the first temporal assessment of benthic communities and the influence of oceanographic parameters between 2013 and 2019 in Fernando de Noronha (FNA), the largest Brazilian oceanic archipelago. We annually sampled benthic communities in FNA’s shallow reefs (2–21 m) using photoquadrats, quantified and gathered organisms in major groups according to their functional roles. We also characterized and tested “sea surface temperature,” “marine heatwaves,” “diffuse attenuation coefficient,” and “wave energy” influence for the same period. The most abundant groups were epilithic algal matrix (EAM; mean annual coverage: 23–60%), macroalgae (15–35%) and calcifiers (15–29%), followed by cyanobacteria (1–37%), suspension/filter-feeders (<2%), zoanthids (<1%) and other invertebrates (<0.1%). EAM was negatively correlated with “marine heatwaves” and positively correlated with “wave energy,” while macroalgae and calcifiers showed opposite responses to “marine heatwaves” and “wave energy,” respectively. Cyanobacteria was positively correlated with “marine heatwaves.” The dominance of EAM and macroalgae was already described for reefs along the Brazilian Province and we demonstrated the persistence of this structure over the years in FNA, with the exception of 2019 when there was a substantial increase of cyanobacteria after a strong marine heatwave. Our results suggest a flickering dynamic between EAM and macroalgae, which vary according to the oceanographic conditions, reinforcing its distinct dynamics from most tropical coral reefs. However, the increase of cyanobacteria added to projections of more frequent and stronger marine heatwaves worldwide indicate possible structural changes in this community. Continued monitoring of community and oceanographic drivers is key for better understanding and predicting changes in important marginal reefs.","3,7,8,10,11"
Marine heatwaves in Siberian arctic seas and adjacent region,Remote Sensing,2021-11-01,13,21,,10.3390/rs13214436,ar,Article,23,2-s2.0-85118737488,,1,"We used a satellite-derived global daily sea surface temperature (SST) dataset with resolution 0.25 × 0.25◦ to analyze interannual changes in the Arctic Shelf seas from 2000 to 2020 and to reveal extreme events in SST distribution. Results show that the second decade of the 21st century for the Siberian Arctic seas turned significantly warmer than the first decade, and the increase in SST in the Arctic seas could be considered in terms of marine heatwaves. Analyzing the spatial distribution of heatwaves and their characteristics, we showed that from 2018 to 2020, the surface warming extended to the northern deep-water region of the Laptev Sea 75◦ to 81◦N. To reveal the most important forcing for the northward extension of the marine heatwaves, we used three-dimensional numerical modeling of the Arctic Ocean based on a sea-ice and ocean model forced by the NCEP/NCAR Reanalysis. The simulation of the Arctic Ocean variability from 2000 to 2020 showed marine heatwaves and their increasing intensity in the northern region of the Kara and Laptev seas, closely connected to the disappearance of ice cover. A series of numerical experiments on the sensitivity of the model showed that the main factors affecting the Arctic sea-ice loss and the formation of anomalous temperature north of the Siberian Arctic seas are equally the thermal and dynamic effects of the atmosphere. Numerical modeling allows us to examine the impact of other physical mechanisms as well. Among them were the state of the ocean and winter sea ice, the formation of fast ice polynias and riverine heat influx.","2,4,5,10"
"Impact of extreme environmental conditions: Foraging behaviour and trophic ecology responses of a diving seabird, the common diving petrel",Progress in Oceanography,2021-11-01,198,,,10.1016/j.pocean.2021.102676,ar,Article,24,2-s2.0-85114451685,,2,"The reproductive success of birds is strongly driven by environmental conditions at different time scales. Thus, during periods of low food availability, breeding success is constrained by the ability of adults to adapt their foraging effort and feeding behaviour to maintain regular incubation shifts and chick provisioning. However, while large seabirds can buffer disruptions in prey availability, the ecophysiological constraints of smaller species may limit their behavioural flexibility. By combining information on at-sea movements, foraging habitat, trophic niche, and breeding success, this study evaluated the effects of intense variability in oceanographic conditions on common diving petrels (Pelecanoides urinatrix) at the northern extent of their range in south-eastern Australia during four consecutive breeding seasons. Unusually low breeding success (6 and 0%) was observed during two years with intense heatwave events, which were associated with higher foraging effort (foraging trips twice longer) and a substantial shift in trophic niche (lower blood δ15N values). These findings suggest that common diving petrels in Bass Strait may have reached a critical threshold above which buffering the effects of environmental variability on their reproductive output is not possible. The clear cascading impacts that marine heatwaves have on zooplankton feeders illustrate the profound bottom-up effect induced by such extreme environmental variations, and suggest strong impact on higher-trophic levels. The wide, circumpolar breeding distribution of the common diving petrel, and its high sensitivity to variations in oceanographic conditions, suggest that this species may be a suitable model to study short-term and long-term behavioural responses to the effects of climate change throughout the Southern Ocean.","7,9,14"
"The effects of climate, oceanography, and habitat on the distribution and abundance of northern California Current continental shelf groundfishes",Fisheries Oceanography,2021-11-01,30,6,707-725,10.1111/fog.12553,ar,Article,3,2-s2.0-85108380157,,0,"The California Current Ecosystem has experienced variable climate regimes, hypoxia, and marine heatwave events that have the potential to impact groundfishes and their associated fisheries. Using bottom trawl survey data collected by NOAA Fisheries, we assessed changes over the last four decades in northern California Current continental shelf (≤200 m) groundfish assemblage composition, species' presence, and relationships to environmental and habitat variables. We focus on the currently understudied continental shelf area, due to its ecological and economic importance, especially after the recent opening of historically important areas to trawling. We found a temporally consistent separation in groundfish assemblages between depth zones based on NMS analysis using species found in over 1% of samples, with shallow, mid-, and deep shelf groupings. Grain size, species richness, and diversity were associated with assemblage composition. Then, focusing on petrale sole, rex sole, lingcod, arrowtooth flounder, sablefish, English sole, Pacific sanddab, and Dover sole, we examined what factors impact groundfish presence and abundance on the shelf. Bottom temperature, sediment characteristics, and depth were correlated with abundance for all species. These results corroborate previous work indicating recent reductions in presence of hypoxia-intolerant species. Shallow-water groundfishes known to tolerate warmer water and low dissolved oxygen concentrations exhibit reductions offshore, possibly a result of low recruitment. There have been significant spatiotemporal changes in the shelf groundfish populations over the past several decades, and while assemblage composition over most of the shelf remains consistent, single species distributional shifts may impact access to target species in newly reopened areas.","5,9,14"
Observed strong subsurface marine heatwaves in the tropical western Pacific Ocean,Environmental Research Letters,2021-10-01,16,10,,10.1088/1748-9326/ac26f2,ar,Article,89,2-s2.0-85116474928,,1,"Marine heatwaves (MHWs), which are discrete extreme oceanic warming events, have important impacts on the marine ecosystem, fishery resources, and social economy. Previous studies based on sea surface temperature suggest that MHWs in the tropical western Pacific Ocean are very weak. However, here we show that the MHWs observed by the Tropical Atmosphere Ocean/Triangle Trans-Ocean Buoy Network buoys in the tropical western Pacific Ocean are unexpectedly strong in the subsurface layer (50-300 m depth). The ensemble mean intensity of subsurface MHWs shows a peak of about 5.2 °C at 150 m, and the maximal mean intensity reaches 8.9 °C at 5° N, 137° E. Subsurface MHWs occur almost every year with an ensemble mean duration ranging from 13 to 22 days, and show no statistically significant correlation with the El Nino-Southern Oscillation index although the subsurface MHWs during La Nina events are slightly stronger and more frequent than during El Nino events. It seems that the subsurface MHWs are strong and frequent in April-June but relatively weaker and less frequent in September and October than in other months. Anomalous sea surface convergence and Ekman down-welling play an important role in the development of subsurface MHWs. Strong subsurface MHWs are likely to affect the fishery production of tropical western Pacific.","3,4,7,9"
"Impacts of heat stress on soft corals, an overlooked and highly vulnerable component of coral reef ecosystems, at a central equatorial Pacific atoll",Biological Conservation,2021-10-01,262,,,10.1016/j.biocon.2021.109328,ar,Article,11,2-s2.0-85115188368,,0,"Climate change threatens coral reefs, with recent heatwaves causing widespread coral bleaching and mortality. Soft corals (order Alcyonacea) provide reef structure and habitat, but most reef research has instead focused on reef-building hard corals (order Scleractinia). Reviewing the primary literature documenting the effects of recent (2014–2020) marine heatwaves on corals, a period including the third global coral bleaching event, we found that only 20% (19/94) of studies presented any results of heat stress effects on soft corals, and even fewer (5%) presented taxonomic-specific results, highlighting the need for further study. Using images (n = 6265) collected on 16 expeditions to the world's largest atoll (Kiritimati; central equatorial Pacific) between 2007 and 2019, we quantified soft coral cover around the atoll's shallow (10-12 m depth) forereefs before and after a prolonged heatwave (the 2015/2016 El Niño). Prior to the heatwave, soft coral accounted for 3.0% of the benthic community, with greater cover at more sheltered sites with lower net primary productivity; Lobophytum and Sinularia were the most common genera. We documented a complete loss of soft coral after the heatwave within our sites. New soft corals were detected in 2019, three years after the heatwave. Photos of individual colonies tracked over time revealed that soft coral structures can persist for several years post-mortality, and hard corals can recruit onto these structures. Our study exposes the vulnerability of soft corals to heat stress, which has received scant previous documentation. Future studies examining the effects of heatwaves on coral bleaching and mortality should include soft corals.","7,8,11"
Oceanic Circulation Drives the Deepest and Longest Marine Heatwaves in the East Australian Current System,Geophysical Research Letters,2021-09-16,48,17,,10.1029/2021GL094785,ar,Article,63,2-s2.0-85114716236,,1,"Although the impacts of marine heatwaves (MHWs) can extend well below the ocean surface, little is known about how oceanic and atmospheric forcings control their vertical structure. Here, we relate the MHW drivers to their sub-surface characteristics in different dynamical regimes including the East Australia Current. We detect MHWs in the depth-dependent surface mixed layer over 30-years and use a heat budget to identify the dominant mechanisms driving them. We show that MHWs in the Western Boundary Current (WBC) jet are predominantly driven by air-sea heatflux whilst in the WBC extension, MHWs are advection-driven. The deepest and longest MHWs are advection-driven and are more prevalent in autumn and winter. Surface (latent) flux-driven MHWs are shallower and occur predominantly in summer. Demonstrating how MHW characteristics are linked to their drivers facilitates their prediction through driver diagnosis, especially below the surface where observations are sparse and ecological impact is high.","3,4,12"
"Deep heat: A comparison of water temperature, anemone bleaching, anemonefish density and reproduction between shallow and mesophotic reefs",Fishes,2021-09-01,6,3,,10.3390/fishes6030037,ar,Article,12,2-s2.0-85115182176,,1,"French Polynesia is experiencing increasing coral bleaching events in shallow waters triggered by thermal anomalies and marine heatwaves linked to climate change, a trend that is replicated worldwide. As sea surface thermal anomalies are assumed to lessen with depth, mesophotic deep reefs have been hypothesized to act as refuges from anthropogenic and natural disturbances, the ‘deep reef refugia hypothesis’ (DRRH). However, evidence supporting the DRRH is either inconclusive or conflicting. We address this by investigating four assumptions of the DRRH focusing on the symbiotic association between anemones and anemonefish. First, we compare long-term temperature conditions between shallow (8 m) and mesophotic sites (50 m) on the island of Moorea from 2011–2020. Second, we compare the densities of the orange-fin anemonefish, Amphiprion chrysopterus between shallow and mesophotic (down to 60 m) reefs across three archipelagos in French Polynesia. Finally, we compare the percentage of anemone bleaching, as well as anemonefish reproduction, between shallow and mesophotic reefs. We found that the water column was well mixed in the cooler austral winter months with only a 0.19◦C difference in temperature between depths, but in the warmer summer months mixing was reduced resulting in a 0.71–1.03◦C temperature difference. However, during thermal anomalies, despite a time lag in warm surface waters reaching mesophotic reefs, there was ultimately a 1.0◦C increase in water temperature at both 8 and 50 m, pushing temperatures over bleaching thresholds at both depths. As such, anemone bleaching was observed in mesophotic reefs during these thermal anomalies, but was buffered compared to the percentage of bleaching in shallower waters, which was nearly five times greater. Our large-scale sampling across French Polynesia found orange-fin anemonefish, A. chrysopterus, in mesophotic zones in two high islands and one atoll across two archipelagos, extending its bathymetric limit to 60 m; however, orange-fin anemonefish densities were either similar to, or 25–92 times lower than in shallower zones. Three spawning events were observed at 50 m, which occurred at a similar frequency to spawning on shallower reefs at the same date. Our findings of thermal anomalies and bleaching in mesophotic reefs, coupled with mainly lower densities of anemonefish in mesophotic populations, suggest that mesophotic reefs show only a limited ability to provide refugia from anthropogenic and natural disturbances.","3,7,8,14"
A Persistent and Intense Marine Heatwave in the Northeast Pacific During 2019–2020,Geophysical Research Letters,2021-07-16,48,13,,10.1029/2021GL093239,ar,Article,74,2-s2.0-85109648734,,0,"Motivated by increasing marine heatwaves (MHWs) and their dramatic climate effects, we analyze the persistent 2019–2020 MHW, which showed significant positive sea surface temperature (SST) anomalies in the Northeast Pacific. Four SST peaks were identified during its evolution, which appeared in November 2019, April, July, and November 2020. Positive temperature anomalies were mostly located within the mixed layer for the first-year winter peak. However, the warm core was centered around 50 m below (at the bottom of) the mixed layer for the summer (second-year winter) peak. The dominant factor for the two wintertime peaks was a surface heat flux anomaly, with reduction in evaporative cooling due to the easterly anomaly. The heat flux and potentially the vertical entrainment combined to induce the peak in spring. In the tropical Pacific, a La Niña event occurred following this MHW, while other recorded double-peak events were associated with El Niño or neutral conditions.","2,4,10"
Robust regional differences in marine heatwaves between transient and stabilization responses at 1.5 °C global warming,Weather and Climate Extremes,2021-06-01,32,,,10.1016/j.wace.2021.100316,ar,Article,10,2-s2.0-85101148313,,1,"The increase in frequency and duration of marine heatwaves (MHWs) under global warming brings great pressure to society. The high vulnerability of ecosystems to MHWs may lead to severe ecological and socioeconomic impacts. Most studies assessed future climate responses at the Paris Agreement temperature goals based on transient, rather than stabilization, model simulations. Here, we investigate the differences between transient and stabilization responses at global warming of 1.5 °C in terms of MHWs. Concentrations of greenhouse gases and response time scales to the anthropogenic forcing differ in these two types of simulations because subsurface ocean temperatures take decades to centuries to adjust under external forcing. While global mean metrics of MHWs show little difference between the transient and stabilization responses, significant regional disparities are revealed worldwide, including many climate change hotspots. Regionally intensified MHWs at stabilized 1.5 °C are mostly due to air-sea interactions and subsurface ocean warming that contributes to the stronger SST warming in eastern boundary upwelling systems and the southern Indian Ocean, indicative of potentially greater impacts on marine ecosystems in these regions. In contrast, MHWs would be alleviated in the central equatorial Pacific and Arctic in stabilization responses. Substantial differences in regional MHWs between the transient and stabilization responses oblige us to reconsider previous assessments regarding 1.5 °C warming and future mitigation pathways.","4,5,10"
Tolerance landscapes can be used to predict species-specific responses to climate change beyond the marine heatwave concept: Using tolerance landscape models for an ecologically meaningful classification of extreme climate events,Estuarine Coastal and Shelf Science,2021-05-05,252,,,10.1016/j.ecss.2021.107284,ar,Article,17,2-s2.0-85101108835,,0,"To predict the responses of organisms to changes in intensity and frequency of heatwaves, it is essential to gain a thorough understanding of how organisms respond to temperature exposure. Species-specific curves are more informative, yet more difficult to ascertain, than the generic heatwave definition (five days or more at a temperature above the 90% percentile) when addressing mortality risk and should be included when predicting thermal risks. The thermal tolerance of organisms is dictated by a combination of exposure intensity and duration: the aim of this study was to build a ‘tolerance landscape’ model, based on exposure thresholds to a potentially stressful temperature range, for the commercially important clam Ruditapes philippinarum using ten years of summer temperature time series in four lagoons in the Northern Adriatic, where this species is being commercially farmed. The model is based on a log-linear relationship between LT50 and exposure time. The two model parameters, i.e. the lethal temperature at 1 min exposure (CTmax), and the temperature sensitivity parameter (z) were estimated on the basis of a systematic literature search. Best-fitting values, i.e. CTmax = 54.5 (±2.3) and z = - 5.72 °C (±0.66) are within the ranges found for other bivalves. Results show that the mortality threshold was exceeded for most lagoons in summertime in 2015, 2017 and 2018 suggesting that the risk of exceeding the mortality threshold is increasing, due to an increase in frequency and duration of extreme temperature events. Comparisons with the generic ‘marine heatwave’ definition showed that, while in some occasions ‘heatwaves’ occurred that were not risky for R. philippinarum, in one case the model identified a time period of mortality risk that would not have been classified under the generic ‘heatwave’ definition. These mismatches suggest that tolerance curves can be a good addition to productivity and site selection models, incorporating a metric of species-specific risk that can be used to predict the consequences of climate change on fishery and aquaculture, and can find their place in conservation and restoration toolkits for forecasting changes in habitat suitability under future climate scenarios.","7,9,14"
Heatwave-induced synchrony within forage fish portfolio disrupts energy flow to top pelagic predators,Global Change Biology,2021-05-01,27,9,1859-1878,10.1111/gcb.15556,ar,Article,119,2-s2.0-85102082927,33577102,1,"During the Pacific marine heatwave of 2014–2016, abundance and quality of several key forage fish species in the Gulf of Alaska were simultaneously reduced throughout the system. Capelin (Mallotus catervarius), sand lance (Ammodytes personatus), and herring (Clupea pallasii) populations were at historically low levels, and within this community abrupt declines in portfolio effects identify trophic instability at the onset of the heatwave. Although compensatory changes in age structure, size, growth or energy content of forage fish were observed to varying degrees among all these forage fish, none were able to fully mitigate adverse impacts of the heatwave, which likely included both top-down and bottom-up forcing. Notably, changes to the demographic structure of forage fish suggested size-selective removals typical of top-down regulation. At the same time, changes in zooplankton communities may have driven bottom-up regulation as copepod community structure shifted toward smaller, warm water species, and euphausiid biomass was reduced owing to the loss of cold-water species. Mediated by these impacts on the forage fish community, an unprecedented disruption of the normal pelagic food web was signaled by higher trophic level disruptions during 2015–2016, when seabirds, marine mammals, and groundfish experienced shifts in distribution, mass mortalities, and reproductive failures. Unlike decadal-scale variability underlying ecosystem regime shifts, the heatwave appeared to temporarily overwhelm the ability of the forage fish community to buffer against changes imposed by warm water anomalies, thereby eliminating any ecological advantages that may have accrued from having a suite of coexisting forage species with differing life-history compensations.","7,9,14"
Two types of warm blobs in the Northeast Pacific and their potential effect on the El Niño,International Journal of Climatology,2021-03-30,41,4,2810-2827,10.1002/joc.6991,ar,Article,25,2-s2.0-85099110743,,0,"In recent years, the predominant marine heatwaves in Northeast Pacific, the so-called warm blobs, have exerted substantial environmental and socioeconomic influences on North America and its coastal waters. We select the historical warm blob events from 1951 to 2018 and divide them into double-peak and single-peak categories by their seasonal evolutions. The heat budget analyses attribute the leading contributor of double-peak warm blobs to the surface heat flux at the first wintertime maximum while the vertical entrainment and diffusion take responsibility for the second peak 5 months later. The positive net heat flux anomalies indicate less heat loss from ocean to the atmosphere due to an exceptionally anomalous high as the northern lobe of the North Pacific Oscillation and intensive easterly anomalies, which counteract with the climatological westerlies. For the single-peak category, the vertical entrainment and diffusion primarily trigger the warm blob and also lead to its termination. Moreover, the single-peak warm blob induces positive sea surface temperature (SST) anomalies near the Baja California and establishes the Pacific Meridional Mode as the oceanic bridge to convey its influence onto the tropics and trigger the following El Niño around 10 months after the peak. In addition, the subsurface processes, such as the trade wind charging mechanism, also play an essential part by bringing warmer water upwards to the surface and hence cause the positive SST anomalies in equatorial central-eastern Pacific. However, the interim connection between the double-peak warm blob and El Niño is not very clear although their intensities appear to be stronger.","2,4,5,10"
Simultaneous recording of filtration and respiration in marine organisms in response to short-term environmental variability,Limnology and Oceanography Methods,2021-03-01,19,3,196-209,10.1002/lom3.10414,ar,Article,17,2-s2.0-85099413341,,1,"Climate change imposes unusual long-term trends in environmental conditions, plus some tremendous shifts in short-term environmental variability, exerting additional stress on marine ecosystems. This paper describes an empirical method that aims to improve our understanding of the performance of benthic filter feeders experiencing changes in environmental conditions, such as temperature, on time scales of minutes to hours, especially during daily cycles or extreme events such as marine heatwaves or hypoxic upwelling. We describe the Fluorometer and Oximeter equipped Flow-through Setup (FOFS), experimental design, and methodological protocols to evaluate the flood of data, enabling researchers to monitor important energy budget traits, including filtration and respiration of benthic filter-feeders in response to fine-tuned environmental variability. FOFS allows online recording of deviations in chlorophyll and dissolved oxygen concentrations induced by the study organism. Transparent data processing through Python scripts provides the possibility to adjust procedures to needs when working in different environmental contexts (e.g., temperature vs. pH, salinity, oxygen, biological cues) and with different filter-feeding species. We successfully demonstrate the functionality of the method through recording responses of Baltic Sea blue mussels (Mytilus) during one-day thermal cycles. This method practically provides a tool to help researchers exposing organisms to environmental variability for some weeks or months, to relate the observed long-term performance responses to short-term energy budget responses, and to explain their findings with the potential to generalize patterns. The method, therefore, allows a more detailed description of stress-response relationships and the detection of species' tolerance limits.","3,7,11"
Multi-year marine cold-spells off the west coast of Australia and effects on fisheries,Journal of Marine Systems,2021-02-01,214,,,10.1016/j.jmarsys.2020.103473,ar,Article,44,2-s2.0-85095875123,,0,"Ocean temperature variability off the west coast of Australia is affected by the El Niño Southern Oscillation from the Pacific, the Indian Ocean Dipole, the Southern Annular Mode, and the regional air-sea coupling mode – the Ningaloo Niño. The modes of climate variability affect the strength of the Leeuwin Current, a warm, poleward-flowing eastern boundary current, and air-sea heat exchanges off the coast, impacting on the upper ocean heat balance and sea surface temperature (SST) variability. After the unprecedented 2010–2011 Ningaloo Niño (extreme marine heatwave) event, the region experienced more marine heatwaves in the following two austral summers, before SST off the coast eventually switched to a multi-year cold phase. This marine cold-spell (MCS) commenced with the 2015–16 El Niño and continued to 2019, when the Niño-4 W region SST was warmed up and Leeuwin Current was weakened. The upper ocean heat content in the southeast Indian Ocean was lowered (thermocline being elevated), due to the reduction of the Indonesian Throughflow transport, and alongshore northward winds strengthened during this period, which allowed thermocline waters to be more efficiently entrained into the surface layer to cool the SST. Thus, several factors might have contributed in the multi-year MCSs. The MCSs was associated with increased primary production in the Leeuwin Current and helped the recovery of benthic species of local fisheries such as Roe's abalone, saucer scallops and Shark Bay's blue swimmer crabs that were significantly affected by the damaging heat stress during the 2011–2013 marine heatwave period.","4,9,10,11"
"Partitioning of marine transition zone reefs among temperate, sub-tropical and tropical fishes is related more to depth and habitat than temperature",Marine Ecology Progress Series,2021-01-01,672,,175-192,10.3354/MEPS13778,ar,Article,4,2-s2.0-85148045724,,0,"Changes in fish communities as oceans warm and cool and competition for space between established and novel species can be evaluated in biogeographic transition zones such as the west coast of Australia. At ~30° S in this region, a cool anomaly occurred in the 2000s, between marine heatwaves. Over 2 yr of that anomaly, surveyed reef fishes were 57% temperate, 18% sub-tropical and 25% tropical. The most numerous fishes included a wrasse, herring, bulls-eye, drummer and damselfish. Based on similarities in the composition of fishes, 7 significant clusters of reefs were identified along a gradation from deep, exposed reefs to shallow, protected lagoonal reefs. Endemic sub-tropical and temperate wrasses and damselfishes typified all reefs. Some of these were ubiquitous over exposed and lagoonal reefs and others prevalent in only one reef type, demonstrating habitat preferences and partitioning among closely related species. This was reflected in the differing order of importance of fishes that typified different reefs. Linear modelling indicated that abiotic (depth, distance from shore) and biotic factors (e.g. algae) explained most of the variation in the fish communities among reefs. Additional variation, particularly within lagoonal reefs, was related to relief, turf and corals, rather than water temperature. Occurrence and reproductive activity of a group of tropical/sub-tropical wrasses and damselfish in some lagoonal reefs with abundant tropical habitats (e.g. corals) suggested that they supported novel communities during cool anomalies. Better predictions of future change and interactions between existing and novel species with environmental cycles requires knowledge of species-specific habitat relationships and biology.","7,14"
Occurrence of Marine Heatwaves along the Northeastern Brazilian coast during 2002 - 2020,Proceedings of the Brazilian Symposium on Geoinformatics,2021-01-01,,,216-221,,cp,Conference Paper,0,2-s2.0-85129430254,,0,"Marine Heatwaves (MHWs) are defined as high-impact events in which the Sea Surface Temperature (SST) stays anomalously high during at least five consecutive days. This events are directly related to mass mortality of organisms, loss of benthic habitat and changes on the biological, economic and political structure. Here we proposed to identify the occurrence of MHWs along the Northeastern Brazilian coast, during 2002-2020. We used MODISAqua/L3SMI products for retrieving the SST, then applied spatial reductions to obtain the temporal series for three major polygons created along the coastline. Time series analysis was carried in order to remove seasonality effects and to identify consecutive extreme events above 98th percentile. The obtained results indicated the presence of eight MHWs between the years 2009, 2010, 2019 and 2020. Ultimately, all these occurrences were classified as strong, severe or ex¬ treme events.","1,2,7,10"
Laboratory-simulated marine heatwave accelerates early embryonic development in the sea urchin Arbacia punctulata at its cold range edge,Invertebrate Reproduction and Development,2021-01-01,65,3,219-225,10.1080/07924259.2021.1933222,ar,Article,1,2-s2.0-85107759777,,0,"Marine heatwaves are discrete periods of anomalously warm sea temperatures that are globally increasing in frequency and intensity. Marine heatwaves that occur in spring and summer may coincide with the developmental timing of sensitive early life-history stages of benthic marine invertebrates. The successful development of these early life stages, along with other physical and biological factors, will determine the abundance of benthic populations. Here, we examine the effects of a laboratory-simulated marine heatwave on early development (fertilization and embryonic cleavage) in the sea urchin Arbacia punctulata taken from its cold (northern) range edge in the Northwest Atlantic. We predicted that a marine heatwave would yield accelerated development given that ambient temperatures at this cold range edge are likely suboptimal for development of A. punctulata. Consistent with this hypothesis, we observed faster fertilization and cleavage rates in a marine heatwave treatment (27.5°C) as compared to an ambient temperature treatment (21.8°C) within the first 3 hours of development. The results contribute to our understanding of how marine heatwaves can affect the earliest life stage of A. punctulata.","7,11"
Depth structure of ningaloo niño/niña events and associated drivers,Journal of Climate,2021-01-01,34,5,1767-1788,10.1175/JCLI-D-19-1020.1,ar,Article,25,2-s2.0-85096590599,,0,"Marine heatwaves along the coast of Western Australia, referred to as Ningaloo Niño, have had dramatic impacts on the ecosystem in the recent decade. A number of local and remote forcing mechanisms have been put forward; however, little is known about the depth structure of such temperature extremes. Utilizing an eddy-active global ocean general circulation model, Ningaloo Niño and the corresponding cold Ningaloo Niña events are investigated between 1958 and 2016, with a focus on their depth structure. The relative roles of buoyancy and wind forcing are inferred from sensitivity experiments. Composites reveal a strong symmetry between cold and warm events in their vertical structure and associated large-scale spatial patterns. Temperature anomalies are largest at the surface, where buoyancy forcing is dominant, and extend down to 300-m depth (or deeper), with wind forcing being the main driver. Large-scale subsurface anomalies arise from a vertical modulation of the thermocline, extending from the western Pacific into the tropical eastern Indian Ocean. The strongest Ningaloo Niños in 2000 and 2011 are unprecedented compound events, where long-lasting high temperatures are accompanied by extreme freshening, which emerges in association with La Niñas, that is more common and persistent during the negative phase of the interdecadal Pacific oscillation. It is shown that Ningaloo Niños during La Niña phases have a distinctively deeper reach and are associated with a strengthening of the Leeuwin Current, while events during El Niño are limited to the surface layer temperatures, likely driven by local atmosphere-ocean feedbacks, without a clear imprint on salinity and velocity.","3,4,10"
