dc:title,prism:publicationName,prism:coverDate,prism:volume,prism:issueIdentifier,prism:pageRange,prism:doi,subtype,subtypeDescription,citedby-count,eid,pubmed-id,openaccess,abstract,authors,themes
Diverging carbonate budgets following tropicalization of temperate reefs,Proceedings of the Royal Society B Biological Sciences,2025-12-17,292,2061,,10.1098/rspb.2025.2578,ar,Article,0,2-s2.0-105027705405,41538033,1,"Climate-driven shifts in the abundance and distribution of habitat-forming species are transforming how ecosystems produce and cycle carbon, nutrients and energy. Temperate kelp forests are increasingly being replaced by tropical or warm-affinity habitat-forming species like turf seaweeds and corals, i.e. 'tropicalized'. These changes can have cascading effects on associated species such as calcifying organisms, which contribute to sediment generation and carbon cycling via the production of calcium carbonate. This study quantified carbonate production and erosion across a temperate kelp forest and three tropicalized reef states following the 2011 marine heatwave: kelp-turf mix, warmer affinity seaweeds and coral-turf dominance. Results show that gross carbonate production was the highest in coral-turf reefs (1.85 ± 0.65 kg m-2 yr-1), lowest in warmer affinity seaweed reefs (0.04 ± 0.02 kg m-2 yr-1) and intermediate in temperate kelp forests (0.60 ± 0.19 kg m-2 yr-1). These differences were linked to the abundance of corals in coral-turf state and scarce calcifying algae in the warmer affinity seaweed state. Bioerosion played a moderate role in the overall budget, but the dominant bioeroders differed between habitats: urchins in temperate reefs contributed 80% less than parrotfishes in tropicalized reefs. Overall, tropicalization can either increase or decrease carbonate availability, depending on the dominant habitat formers. These shifts may significantly impact inorganic carbon cycling and the structural and functional integrity of coastal reef ecosystems.","Attlan, Océane; Wernberg, Thomas; Wood, Georgina; Pessarrodona, Albert","12,14"
Satellites reveal different stories of marine heatwaves in the sea-ice-covered pan-Arctic,Communications Earth and Environment,2025-12-01,6,1,,10.1038/s43247-025-01997-9,ar,Article,2,2-s2.0-85218073177,,1,"Satellite observations provide valuable information on the rapidly increasing marine heatwaves over the Arctic Ocean, yet current assessments of these events lack reliability because the satellite-based temperature in ice-covered regions heavily relies on ice conditions. Here we compared the marine heatwaves derived from two commonly used satellite products to evaluate the potential influences of sea ice in the pan-Arctic. We found inconsistent behaviors of marine heatwaves in both mean fields and temporal variations on interannual and seasonal timescales using two datasets, which became even larger in recent years when they showed opposite tendencies over regions with higher ice concentrations (>50%). Our findings revealed our knowledge of marine heatwaves in the Arctic is facing challenges due to the large influences of sea ice and datasets that were ignored in previous studies, highlighting an urgent need for in situ observations and consistent and reliable long-time datasets for the warming Arctic.","Zhang, Xuewei; Zhao, Ning; Dai, Zhijun; Han, Zhen","1,7,16"
Climate-driven shifts in marine habitat explain recent declines of Japanese Chum salmon,Scientific Reports,2025-12-01,15,1,,10.1038/s41598-025-26397-z,ar,Article,0,2-s2.0-105023691296,41339368,1,"Climate change is accelerating at unprecedented rates, with disproportionate impacts on marine ecosystems. We examined the distributional responses of chum salmon (Oncorhynchus keta), a keystone species, to the recent climatic changes in the North Pacific from 1998 to 2022. We applied a multi-model ensemble approach to examine the spatial and temporal distribution patterns of suitable habitats throughout their seasonal migratory grounds and relate them to recent declines of Japanese chum salmon stocks. Our modelling identified temporal shifts in the locations of feeding and overwintering grounds, driven by increasing ocean temperatures, deteriorating forage conditions, and strengthening wind and marine heatwave intensity. During their feeding migration, the suitable chum habitat in the Bering Sea was reduced but increased in the Arctic. Overwintering habitat patterns further captured an overall decline in the trailing edges of their distribution, accompanied by habitat shifts towards the central North Pacific. Periods of marine heatwaves further coincided with sizable habitat losses. Such habitat displacements potentially affect the Japanese chum salmon stocks, shown by substantial habitat reductions in the Okhotsk and central Bering seas. These findings highlight the exacerbating exposure and vulnerability of the chum salmon populations to recent climatic and productivity changes throughout their marine life history, with concomitant repercussions on their production dynamics and provision of ecosystem services. Thus, requiring climate-adaptive measures such as the readjustment of fishing seasons and quotas according to the changing salmon stocks and habitat conditions, and the improvement of current hatcheries practices to manage and conserve salmon resources.","Alabia, Irene D.; Saitoh, Sei Ichi; García Molinos, Jorge; Hirata, Takafumi; Miyakoshi, Yasuyuki; Takahashi, Fumihiro; Ueno, Hiromichi; Kaeriyama, Masahide","10,11,12,13,14"
Spatiotemporal patterns of marine heatwaves in the Southern Ocean and their role in air-sea interaction,Journal of Marine Systems,2025-12-01,252,,,10.1016/j.jmarsys.2025.104141,ar,Article,0,2-s2.0-105017430373,,0,"Marine heatwaves (MHWs) are extended periods of abnormally warm ocean conditions in which temperature exceeds the 90th percentile threshold limit. While prior studies have mainly focused on regional trends, the Southern Ocean, particularly around Antarctica, has been relatively understudied despite experiencing considerable warming in recent decades. This study investigates MHWs in the Southern Ocean from 1982 to 2022, highlighting significant spatial and temporal variations in their frequency, intensity, and days. MHWs were found to be more frequent (0.4 events per decade) and intense north of 65°S, especially during the summer, with a marked rise in occurrence after 2008, coinciding with anthropogenic climate change and increasing sea surface temperatures (SST). The study also identifies the influence of climate patterns such as El Niño and the Indian Ocean Dipole (IOD) on MHWs intensity and frequency, particularly in the Ross Sea during spring and autumn. We analyzed the atmospheric impacts of significant MHWs in 2013. The 2013 MHW event serves as a key example of extreme subsurface warming, where temperatures reached 6.2 °C at 120 m depth, significantly increasing the region's heat content. This highlights how MHWs can transmit heat vertically, impacting both surface and deep ocean layers. The findings emphasize the complex interactions between ocean dynamics, and atmospheric conditions in determining MHWs patterns in the Southern Ocean, offering crucial insights for predicting the region's future responses to climate change.","Gurumoorthi, K.; Luis, Alvarinho J.","3,8,9,10,14"
Marine heatwaves are shaping the vertical structure of phytoplankton in the global ocean,Communications Earth and Environment,2025-12-01,6,1,,10.1038/s43247-025-02718-y,ar,Article,4,2-s2.0-105014895854,,1,"Marine heatwaves, characterized by extremely high ocean temperatures, significantly impact marine ecosystems. To date, the vertical structure of phytoplankton responses to marine heatwaves remains poorly understood. Here we use 17 years of global profiles from Biogeochemical-Argo float data to show that marine heatwaves drive distinct phytoplankton responses at different depths, with subsurface signals sometimes stronger than surface ones. These responses are classified into intensified, weakened, and subsurface-reversed chlorophyll-a types, each showing distinct latitudinal patterns and driven by changes in light, temperature, and nutrient supply during marine heatwaves. Intensified responses dominate high latitudes, while weakened and subsurface-reversed responses are more common in mid-to-low latitudes. Marine heatwaves also promote the development of deep chlorophyll maxima and reshape subsurface chlorophyll-a distributions. Our findings highlight the critical role of vertical marine heatwaves in shaping phytoplankton dynamics and underscore the need for enhanced subsurface monitoring to better assess ecological and biogeochemical impacts under ocean warming.","Ma, Xueying; Chen, Gengxin","8,12,16"
Effects of marine heat waves and cold spells on a polar shallow water ecosystem,Scientific Reports,2025-12-01,15,1,,10.1038/s41598-025-05621-w,ar,Article,1,2-s2.0-105008679115,40542060,1,"Global warming affects the Earth system in complex ways, often preventing a functional understanding of the underlying processes. Disentangling these processes between abiotic drivers and single species or entire communities is, however, essential for an in-depth understanding of the impacts of climate change on the ecosystem. Using a high-resolution time series on heat waves and cold spells in an Arctic fjord system, we demonstrate that AI-supported digital data processing, which is based on state-of-the-art observatory technology, has the potential to provide new insights into the effects of abiotic factors on biotic communities, which would not be possible with traditional expedition-based sampling methods. Furthermore, our study shows that short-term, event-driven anomalies in key ocean variables not only alter a system’s hydrography but also have the potential to impact the entire community across the trophic chain from benthos and zooplankton to fish. We found a significant positive correlation between hydrographic temperature anomalies and biota abundance, with high biota abundances linked to ‘Atlantic’ phases with frequent heat waves and low biota abundances correlated with ‘Arctic’ phases dominated by cold spells. The study also revealed that hydrographic anomalies can not only influence overall biota abundance in an area but also trigger complex shifts in species composition. This leads to fluctuating interannual abundance peaks in specific biotic groups, such as jellyfish, fish, or chaetognaths, depending on trigger factors that are not yet fully understood.","Fischer, Philipp; Brix, Holger; Bussmann, Ingeborg; Ködel, Uta; Schwanitz, Max; Schütze, Claudia; Anselm, Norbert; Brand, Markus; Jenniges, Yvonne; Kasten, Sabine; Kraberg, Alexandra; Lienkämper, Miriam; Spotowitz, Lisa; Weber, Ute; Wiltshire, Karen; Dietrich, Peter","1,12,14,16"
Arctic warming as a potential trigger for the warm blob in the northeast Pacific,Npj Climate and Atmospheric Science,2025-12-01,8,1,,10.1038/s41612-025-00900-9,ar,Article,2,2-s2.0-105000327339,,1,"The northeast (NE) Pacific has experienced significant marine heatwaves (MHWs) in recent years, commonly known as “warm blobs.” This study examines the impact of Arctic warming, particularly in the Eastern Siberian-Chukchi Sea (ES-CS) region, on the occurrence of these warm blobs during boreal winters. We found that Arctic warming triggers a positive phase of the Tropical/Northern Hemisphere-like (TNH-like) atmospheric circulation, creating a pronounced high-pressure system over the Alaskan region. This system leads to easterly wind anomalies that weaken prevailing westerlies, reducing heat loss from the ocean to the atmosphere and cold advection in the upper ocean. Consequently, sea surface temperatures rise, favoring the development of warm blobs. A numerical experiment confirmed that the projected changes in the ES-CS region impact warm blobs occurrences by inducing this high-pressure system, linking Arctic warming to MHWs in the NE Pacific.","Chen, Huan Huan; Wang, Yuntao; Li, Xichen; Wan, Liying; Yuan, Yeping; Yan, Yunwei; Hannah, Charles; Chai, Fei","1,9,10,14"
Response of phytoplankton communities to the onset of the 2020 summer marine heatwave in the Drake Passage and Antarctic Peninsula,Biogeosciences,2025-11-25,22,22,7205-7232,10.5194/bg-22-7205-2025,ar,Article,1,2-s2.0-105022829218,,1,"Extreme warming events are increasingly more intense and frequent in the global ocean. These events are predicted to drive profound and widespread effects on marine ecosystems, yet their impact on phytoplankton, the base of the marine food web, is still largely unknown. Our understanding of the impact of these phenomena in marine ecosystems is particularly poor in the remote and logistically challenging Southern Ocean. During summer 2020, the research vessel Hespérides sampled the water column of the Drake Passage and northern Antarctic Peninsula before (early January) and during the early phase (late January-early February) of a Marine Heat Wave (MHW), that resulted in sea surface temperature anomalies of up to +3 °C. Here, we take advantage of this exceptional opportunity to document the effects of an extreme warming event on the nutrient and phytoplankton (diatom and coccolithophores) distributions across the main zonal systems of the Southern Ocean. Overall, our results indicate that biogeographical variability of diatom and coccolithophore assemblages, the two dominant phytoplankton groups in the Southern Ocean, mirrored the physical and chemical properties of the water masses delineated by the Southern Ocean fronts before and during the onset of the marine heat wave. Analysis of a suite of satellite-derived oceanographic parameters revealed that development and persistence of the 2020 marine heat wave were closely tied to mesoscale anticyclonic eddy dynamics. The increase in sea surface temperatures during the onset of the marine heat wave was associated with a remarkable increase in diatom abundance reaching bloom concentrations and a shift in the diatom assemblage towards an increase in the relative abundance of the small diatom Fragilariopsis cylindrus/nana in the southern Drake Passage. Notably, the diatom bloom was not coupled with a statistically significant change in chlorophyll a, as derived from in-situ fluorescence, or modelled Net Primary Production. It is likely that the differing contribution of other phytoplankton groups and/or a shift in the average phytoplankton size before and during the MHW might be responsible for these results. Average coccolithophore abundance was lower than previous studies in the Drake Passage and decreased during the MHW. We speculate that the remarkable nitrate decrease by approximately one order of magnitude lower than average summer concentrations might have been responsible for the reduction in coccolithophore numbers. Low nitrate levels are attributed to either the advection of nitrate poor waters from lower latitudes by an anticyclonic eddy and/or nutrient consumption by substantial development of soft-tissue phytoplankton biomass. Overall, our results reinforce the notion that a warmer Southern Ocean will favour an increase of small phytoplankton cells in the southern Drake Passage and northern Antarctic Peninsula with unpredictable consequences in the marine-food web and biogeochemical cycles that need to be urgently quantified and parametrized.","Rigual-Hernández, Andrés S.; Leventer, Amy; Fernández-Barba, Manuel; Flores, José A.; Navarro, Gabriel; Etourneau, Johan; Evangelinos, Dimitris; Duffy, Megan; Escutia, Carlota; Bohoyo, Fernando; Sánchez-Santos, José M.; Sabourdy, Manon; Jiménez-Espejo, Francisco J.; Bárcena, María A.","2,3,9,12,14"
Wintertime Cross-Correlational Structures Between Sea Surface Temperature Anomaly and Atmospheric-and-Oceanic Fields in the East/Japan Sea Under Arctic Oscillation,Fractal and Fractional,2025-11-01,9,11,,10.3390/fractalfract9110684,ar,Article,1,2-s2.0-105023163855,,1,"The winter Arctic Oscillation (AO) modulates the East Asian climate and the East/Japan Sea (EJS) thermodynamics, yet the local, scale-dependent air–sea couplings remain unclear. Using 30 years of daily fields (1993–2022), we map at each grid point, the cross-persistence and scale-dependent cross-correlations between sea surface temperature anomalies (SSTA) and (i) atmospheric anomalies, (ii) turbulent heat-flux anomalies (sensible and latent), and (iii) oceanic anomalies. Detrended Fluctuation/Cross-Correlation Analyses (DFA/DCCA, 5–50 days) yield the Hurst exponent ((Formula presented.)) and the DCCA coefficient ((Formula presented.)). Significance is assessed with iterative-AAFT surrogates and Benjamini–Hochberg false discovery rate (FDR). Three robust features emerge: (1) during AO+, the East Korean Bay–Subpolar Front corridor shows large SSTA variance and high long-term memory ((Formula presented.) 1.5); (2) turbulent heat-flux anomalies are anti-phased with SSTA and show little cross-persistence; (3) among oceanic fields, SSHA and meridional geostrophic velocity provide the most AO-robust positive coupling. Within a fractal frame, DFA slopes ((Formula presented.)) quantify local self-similarity; interpreting winter anomalies as fBm implies a fractal-dimension proxy (Formula presented.), so AO+ hot spots exhibit (Formula presented.). These fractal maps, together with (Formula presented.), offer a compact way to pre-locate marine-heatwave-prone regions. The grid-point, FDR-controlled DFA/DCCA approach is transferable to other marginal seas.","Lim, Gyuchang; Park, Jong Jin","9,16"
Neoichnological experiments reveal key differences between marine bioturbator responses to gradual warming compared to marine heat waves,Marine Environmental Research,2025-11-01,212,,,10.1016/j.marenvres.2025.107595,ar,Article,1,2-s2.0-105017853708,41045830,1,"Seawater temperature fluctuations influence shallow marine ecosystems by disrupting the bioturbating (burrowing and sediment-mixing) activities of benthic species, which can, in turn, strongly affect seafloor geochemical cycling, including sediment oxygenation, organic matter degradation and nutrient regeneration. Although climate change is expected to increase water temperatures across a range of settings, particularly in mid-to high-latitude coastal environments, there is limited understanding of how the temporal dynamics of these changes (e.g., rate, duration and frequency of warming) will shape bioturbator behaviors. In this study, we used common benthic bioturbators (polychaetes and amphipods) from the Connecticut coast to investigate how conditions simulating both marine heat waves (MHWs) and gradual warming influence bioturbation and burrow features in mesocosm experiments. In addition, we use experimental observations of changes in burrow morphology to develop new criteria for diagnosing the impact of warming from trace fossil assemblages, thus providing a new window into the impact of past episodes of warming on seafloor communities. Our findings indicate that conditions simulating marine heat waves (i.e., episodic, punctuated warming) have distinct and contrasting effects on bioturbators relative to gradual warming. We observe that, for nereid polychaetes, gradual warming increased burrow area and decreased maximum burrow depth, whereas MHW conditions had limited effect. For eunicid polychaetes, gradual warming increased maximum burrow depth, whereas MHWs decreased burrow area. For amphipods, both burrow area and maximum burrow depth increased under MHW conditions. These results highlight that the effects of temperature variations on bioturbators are species- and ecology-specific; different infaunal taxa living within the same community have notably different thermal tolerances.","Miguez-Salas, Olmo; Tarhan, Lidya G.",12
The Arctic copepod Calanus hyperboreus is more tolerant to marine heatwaves than temperate copepods in the Oslofjord,Royal Society Open Science,2025-10-29,12,10,,10.1098/rsos.250365,ar,Article,0,2-s2.0-105020267604,,1,"Calanus hyperboreus plays a key role in the functioning of Arctic ecosystems. It is considered highly vulnerable to ocean warming and marine heatwaves, which would reduce its range, expected to shift northward. Yet, C. hyperboreus is reported as far south as the Skagerrak, where it is considered non-native and transported by ocean currents. We argue that this may be an isolated population adapted to warmer temperatures. To test this hypothesis, we exposed C. hyperboreus from the Oslofjord to temperatures from 0°C to 24°C, for 5 days. We recorded survival to identify the upper threshold of thermal tolerance and DNA damage to detect sublethal effects. The thermal response of C. hyperboreus was compared with that of the dominant copepod species in the Oslofjord, Calanus finmarchicus and Metridia longa. We found that the survival of C. hyperboreus did not decrease before reaching 16°C–20°C which was much higher than 13°C–16°C and 4°C–8°C for C. finmarchicus and M. longa, respectively. Calanus hyperboreus showed the least DNA damage, highlighting the adaptation of its physiology to the Oslofjord. Our results suggest the existence of local adaptations to warming in C. hyperboreus that could determine its fate under climate change.","Lutier, Mathieu; Skari, Andrea Emilie Thorstensen; Thomsen, Nele; Reinardy, Helena C.; Dinh, Khuong V.",12
Leading dynamical processes of global marine heatwaves in an ocean state estimate,Ocean Science,2025-10-17,21,5,2463-2479,10.5194/os-21-2463-2025,ar,Article,0,2-s2.0-105019923697,,1,"Marine heatwaves (MHWs) have emerged as a very active area of research due to the devastating impacts of these events on marine ecosystems across different trophic levels. However, a clear understanding of the local drivers of these extreme ocean conditions is still limited at a global scale. Observations of the terms needed to constrain ocean heat budgets are very sparse, ocean reanalysis products are generally non-conservative and inadequate to conduct accurate heat budget analyses, and the fidelity of climate models with respect to simulating MHWs is still unclear. In this study, we make use of Argo float observations, a satellite-based sea surface temperature product, and the Estimating the Circulation and Climate of the Ocean (ECCO) state estimate to assess MHW characteristics over the global ocean. ECCO is then used to evaluate local MHW drivers. ECCO assimilates observations using the adjoint methodology, which optimizes the system trajectory given the observational constraints in a conservative fashion, making it an ideal product for the estimation of heat budgets. The representation of MHWs in ECCO is generally consistent with observations, although ECCO tends to underestimate MHW frequency and intensity and overestimate duration, relative to the observational products. Atmospheric forcing emerges as the dominant contributor to MHW onset and decline across most regions, while ocean dynamics, including the advective and diffusive convergence of heat, play crucial roles in the equatorial regions, specifically in the extratropical zones (e.g., western boundary currents, such as the Gulf Stream and Kuroshio) and the Southern Ocean. Regional analyses in the northeastern Pacific, southwestern Pacific, and Tasman Sea show diversity in leading dynamical mechanisms for MHW onset and decline both across regions and across events in the same regions: while air-sea exchanges of heat may contribute most frequently to MHW onset and decline, other mechanisms can also often provide dominant contributions and, at times, be the main driver. A more complete understanding of MHWs and their drivers is crucial for predicting their initiation, duration, intensity, and decline, to ultimately inform the development of mitigation and adaptation strategies for affected communities.","Sala, Jacopo; Giglio, Donata; Capotondi, Antonietta; Sukianto, Thea; Kuusela, Mikael","3,9,15,16"
Mapping the safe operating space of marine ecosystems under contrasting emission pathways,Biogeosciences,2025-10-09,22,19,5435-5462,10.5194/bg-22-5435-2025,ar,Article,0,2-s2.0-105018488527,,1,"Anthropogenic greenhouse gas emissions cause multiple changes in the ocean and its ecosystems through climate change and ocean acidification. These changes can occur progressively with rising atmospheric carbon dioxide concentrations, but there is also the possibility of large-scale abrupt, and/or potentially irreversible changes, which would leave limited opportunity for marine ecosystems to adapt. Such changes, either progressive or abrupt, pose a threat to biodiversity, food security, and human societies. However, it remains notoriously difficult to determine exact limits of a “safe operating space” for humanity. Here, we map, for a variety of ocean impact metrics, the crossing of limits, which we define using the available literature and to represent a wide range of deviations from the unperturbed state. We assess the crossing of these limits in three future emission pathways: two climate mitigation scenarios, including an overshoot scenario, and one high-emission no-mitigation scenario. These scenarios are simulated by the latest generation of Earth system models and large perturbed-parameter ensembles with two Earth system models of intermediate complexity. Using this comprehensive model database, we estimate the timing and warming level at which 15 different impact metrics exceed 4 limits, along with an assessment of the associated uncertainties. We find that under the high-emissions scenario, the strongest severity of impacts is expected with high probability for marine heatwaves’ duration, loss of Arctic summer sea ice extent, expansion of ocean areas that are undersaturated with respect to aragonite, and decrease in plankton biomass. The probability of exceeding a given limit generally decreases clearly under low-emissions scenario. Yet, exceedance of ambitious limits related to steric sea level rise, Arctic summer sea ice extent, Arctic aragonite undersaturation, and plankton biomass are projected to be difficult to avoid (high probability) even under the low-emissions scenario. Compared to the high-emissions scenario, the scenario including a temporary overshoot reduces with high probability the risk of exceeding limits by year 2100 related to marine heatwave duration, Arctic summer sea ice extent, strength of the Atlantic meridional overturning circulation, aragonite undersaturation, global deoxygenation, plankton biomass, and metabolic index. Our study highlights the urgent need for ambitious mitigation efforts to drastically minimize extensive impacts and potentially irreversible changes to the world’s ocean ecosystems.","Bourgeois, Timothée; Tran, Giang T.; Jeltsch-Thömmes, Aurich; Schwinger, Jörg; Fröb, Friederike; Frölicher, Thomas L.; Blenckner, Thorsten; Torres, Olivier; Negrel, Jean; Keller, David P.; Oschlies, Andreas; Bopp, Laurent; Joos, Fortunat","10,11,15"
