eid,title,journal,date,volume,issue,pages,doi,subtype,subtype_desc,citedby,pmid,open_access,abstract
2-s2.0-84886303975,Climate drift in the CMIP5 models,Journal of Climate,2013-01-01,26,21,8597-8615,10.1175/jcli-d-12-00521.1,ar,Article,206,,1,"Climate models often exhibit spurious long-term changes independent of either internal variability or changes to external forcing. Such changes, referred to as model ""drift,"" may distort the estimate of forced change in transient climate simulations. The importance of drift is examined in comparison to historical trends over recent decades in the Coupled Model Intercomparison Project (CMIP). Comparison based on a selection of metrics suggests a significant overall reduction in the magnitude of drift from phase 3 of CMIP (CMIP3) to phase 5 of CMIP (CMIP5). The direction of both ocean and atmospheric drift is systematically biased in some models introducing statistically significant drift in globally averaged metrics. Nevertheless, for most models globally averaged drift remains weak compared to the associated forced trends and is often smaller than the difference between trends derived from different ensemble members or the error introduced by the aliasing of natural variability. An exception to this is metrics that include the deep ocean (e.g., steric sea level) where drift can dominate in forced simulations. In such circumstances drift must be corrected for using information from concurrent control experiments. Many CMIP5 models now include ocean biogeochemistry. Like physical models, biogeochemical models generally undergo long spinup integrations to minimize drift. Nevertheless, based on a limited subset of models, it is found that drift is an important consideration and must be accounted for. For properties or regions where drift is important, the drift correction method must be carefully considered. The use of a drift estimate based on the full control time series is recommended to minimize the contamination of the drift estimate by internal variability. © 2013 American Meteorological Society."
2-s2.0-84882591366,Multi-decadal projections of surface and interior pathways of the Fukushima Cesium-137 radioactive plume,Deep Sea Research Part I Oceanographic Research Papers,2013-01-01,80,,37-46,10.1016/j.dsr.2013.05.015,ar,Article,67,,2,"Following the March 2011 Fukushima disaster, large amounts of water contaminated with radionuclides, including Cesium-137, were released into the Pacific Ocean. With a half-life of 30.1 years, Cs-137 has the potential to travel large distances within the ocean. Using an ensemble of regional eddy-resolving simulations, this study investigates the long-term ventilation pathways of the leaked Cs-137 in the North Pacific Ocean. The simulations suggest that the contaminated plume would have been rapidly diluted below 10,000Bq/m3 by the energetic Kuroshio Current and Kurushio Extension by July 2011. Based on our source function of 22 Bq/m3, which sits at the upper range of the published estimates, waters with Cs-137 concentrations >10Bq/m3 are projected to reach the northwestern American coast and the Hawaiian archipelago by early 2014. Driven by quasi-zonal oceanic jets, shelf waters north of 45°N experience Cs-137 levels of 10-30Bq/m3 between 2014 and 2020, while the Californian coast is projected to see lower concentrations (10-20Bq/m3) slightly later (2016-2025). This late but prolonged exposure is related to subsurface pathways of mode waters, where Cs-137 is subducted toward the subtropics before being upwelled from deeper sources along the southern Californian coast. The model suggests that Fukushima-derived Cs-137 will penetrate the interior ocean and spread to other oceanic basins over the next two decades and beyond. The sensitivity of our results to uncertainties in the source function and to inter-annual to multi-decadal variability is discussed. © 2013 Elsevier Ltd."
2-s2.0-84879176422,Implications of CMIP3 model biases and uncertainties for climate projections in the western tropical Pacific,Climatic Change,2013-01-01,119,1,147-161,10.1007/s10584-012-0603-5,ar,Article,69,,1,"Regional climate projections in the Pacific region are potentially sensitive to a range of existing model biases. This study examines the implications of coupled model biases on regional climate projections in the tropical western Pacific. Model biases appear in the simulation of the El Niño Southern Oscillation, the location and movement of the South Pacific Convergence Zone, rainfall patterns, and the mean state of the ocean-atmosphere system including the cold tongue bias and erroneous location of the edge of the Western Pacific warm pool. These biases are examined in the CMIP3 20th century climate models and used to provide some context to the uncertainty in interpretations of regional-scale climate projections for the 21st century. To demonstrate, we provide examples for two island nations that are located in different climate zones and so are affected by different biases: Nauru and Palau. We discuss some of the common approaches to analyze climate projections and whether they are effective in reducing the effect of model biases. These approaches include model selection, calculating multi model means, downscaling and bias correcting. © 2012 The Author(s)."
2-s2.0-84863903496,Constraining wind stress products with sea surface height observations and implications for Pacific Ocean sea level trend attribution,Journal of Climate,2012-12-01,25,23,8164-9176,10.1175/JCLI-D-12-00105.1,ar,Article,81,,2,"A number of global surface wind datasets are available that are commonly used to examine climate variability or trends and as boundary conditions for ocean circulation models. However, discrepancies exist among these products. This study uses observed Archiving, Validation, and Interpretation of Satellite Oceanographic (AVISO) sea surface height anomalies (SSHAs) as a means to help constrain the fidelity of these products in the tropical region. Each wind stress product is used to force a linear shallow water model (SWM) and the resulting hindcast thermocline depth anomalies are converted to SSHAs. The resulting SSHAs are then assessed to see how well they reproduce the dominant EOF modes of observed variability and the regional (global mean removed) sea level trend (1993-2007) in each of the three ocean basins. While the results suggest that all wind datasets reproduce the observed interannual variability with reasonable fidelity, the two SWM hindcasts that produce the observed linear trend with the highest fidelity are those incorporating interimECMWFRe-Analysis (ERA-Interim) and Wave- and Anemometer-Based Sea Surface Wind (WASWind) forcing. The role of surface wind forcing(i.e., upper ocean heat content redistribution) versus global mean sea level change (i.e., including the additional contributions of glacier and ice sheet melt along with ocean thermal expansion) on the recent dramaticincrease in western equatorial Pacific island sea level is then reassessed. The results suggest that the recent sea level increase cannot be explained solely by wind stress forcing, regardless of the dataset used; rather, the global mean sea level signal is required to fully explain this observed recent abrupt sea level rise and to better explain the sea level variability of the last 50-60 years. © 2012 American Meteorological Society."
2-s2.0-84868324297,Evaluation of monsoon seasonality and the tropospheric biennial oscillation transitions in the CMIP models,Geophysical Research Letters,2012-10-28,39,20,,10.1029/2012GL053322,ar,Article,18,,1,"Characteristics of the Indian and Australian summer monsoon systems, their seasonality and interactions are examined in a variety of observational datasets and in the Coupled Model Intercomparison Project Phase 3 and 5 (CMIP3 and CMIP5) climate models. In particular, it is examined whether preferred monsoon transitions between the two regions and from one year to another, that form parts of the Tropospheric Biennial Oscillation, can lead to improved predictive skill. An overall improvement in simulation of seasonality for both monsoons is seen in CMIP5 over CMIP3, with most CMIP5 models correctly simulating very low rainfall rates outside of the monsoon season. The predictability resulting from each transition is quantified using a Monte Carlo technique. The transition from strong/weak Indian monsoon to strong/weak Australian monsoon shows °15% enhanced predictability in the observations, in estimating whether the following monsoon will be stronger/weaker than the climatology. Most models also successfully simulate this transition. However, enhanced predictability for other transitions is less clear. © 2012. American Geophysical Union. All Rights Reserved."
2-s2.0-84862176415,Three-dimensional characterization and tracking of an Agulhas Ring,Ocean Modelling,2012-08-01,52-53,,69-75,10.1016/j.ocemod.2012.05.001,ar,Article,56,,0,"A novel probabilistic methodology is applied to identify optimally coherent structures associated with Agulhas Rings, within a time varying velocity field in the South Atlantic Ocean, as simulated by an eddy-permitting ocean general model. It is shown that this technique provides a way of identifying the three-dimensional shape of a particular Ring in the upper ocean and tracking its evolution over space and time. Based on this three-dimensional representation we can accurately measure the amount of water mass remaining in an Agulhas Ring over time and consequently how much heat or salt is released from the structure as it decays. Identification techniques based on relative vorticity or the Okubo-Weiss parameter have previously been developed for a surface snapshot. Extending these methods in the vertical direction in the upper ocean and comparing the decay of all three-dimensional structures obtained by different methods, we demonstrate that our technique is able to define structures that are more coherent over time than classical methods. While our investigation concentrates on a single Agulhas Ring located in the Cape-Basin from May 2000 over 6. months, the technique may be extended to examine multiple Rings and other coherent structures that are involved in the Agulhas leakage. © 2012 Elsevier Ltd."
2-s2.0-84865200158,Climate drift in the CMIP3 models,Journal of Climate,2012-07-01,25,13,4621-4640,10.1175/JCLI-D-11-00312.1,ar,Article,76,,1,"Even in the absence of external forcing, climate models often exhibit long-term trends that cannot be attributed to natural variability. This so-called climate drift arises for various reasons including the following: perturbations to the climate system on coupling component models together and deficiencies in model physics and numerics. When examining trends in historical or future climate simulations, it is important to know the error introduced by drift so that action can be taken where necessary. This study assesses the importance of drift for a number of climate properties at global and local scales. To illustrate this, the present paper focuses on simulated trends over the second half of the twentieth century. While drift in globally averaged surface prop- erties is generally considerably smaller than observed and simulated twentieth-century trends, it can still in- troduce nontrivial errors in some models. Furthermore, errors become increasingly important at smaller scales. The direction of drift is not systematic across different models or variables, as such drift is considerably reduced in the multimodel mean. Despite drift being primarily associated with ocean adjustment, it is also apparent in atmospheric variables. For example, most models have local drift magnitudes in surface air and ocean tem- peratures that are typically between 15% and 35% of the twentieth-century simulation trend magnitudes for 1950-2000. Below depths of 1000-2000 m, drift dominates over any forced trend in most regions. As such steric sea level is strongly affected and for some models and regions the sea level trend direction is reversed. Thus depending on the application, drift may be negligible or may make up an important part of the simulated trend. © 2012 American Meteorological Society."
2-s2.0-84860373597,Large-scale stress factors affecting coral reefs: Open ocean sea surface temperature and surface seawater aragonite saturation over the next 400 years,Coral Reefs,2012-06-01,31,2,309-319,10.1007/s00338-011-0866-8,ar,Article,45,,0,"One-third of the world's coral reefs have disappeared over the last 30 years, and a further third is under threat today from various stress factors. The main global stress factors on coral reefs have been identified as changes in sea surface temperature (SST) and changes in surface seawater aragonite saturation (Ω arag). Here, we use a climate model of intermediate complexity, which includes an ocean general circulation model and a fully coupled carbon cycle, in conjunction with present-day observations of inter-annual SST variability to investigate three IPCC representative concentration pathways (RCP 3PD, RCP 4. 5, and RCP 8. 5), and their impact on the environmental stressors of coral reefs related to open ocean SST and open ocean Ω arag over the next 400 years. Our simulations show that for the RCP 4. 5 and 8. 5 scenarios, the threshold of 3. 3 for zonal and annual mean Ω arag would be crossed in the first half of this century. By year 2030, 66-85% of the reef locations considered in this study would experience severe bleaching events at least once every 10 years. Regardless of the concentration pathway, virtually every reef considered in this study (>97%) would experience severe thermal stress by year 2050. In all our simulations, changes in surface seawater aragonite saturation lead changes in temperatures. © 2012 Springer-Verlag."
2-s2.0-84861135673,Drivers of the projected changes to the Pacific Ocean equatorial circulation,Geophysical Research Letters,2012-05-01,39,9,,10.1029/2012GL051447,ar,Article,50,,2,"Climate models participating in the third Coupled Model Inter Comparison Project (CMIP3) suggest a significant increase in the transport of the New Guinea Coastal Undercurrent (NGCU) and the Equatorial Undercurrent (EUC, in the central and western Pacific) and a decrease in the Mindanao current and the Indonesian Throughflow. Most models also project a reduction in the strength of the equatorial Trade winds. Typically, on ENSO time scales, a weakening of the equatorial easterlies would lead to a reduction in EUC strength in the central Pacific. The strengthening of the EUC projected for longer timescales, can be explained by a robust projected intensification of the south-easterly trade winds and an associated off-equatorial wind-stress curl change in the Southern Hemisphere. This drives the intensification of the NGCU and greater water input to the EUC in the west. A 1-layer shallow water model, driven by projected wind stress trends from the CMIP3 models demonstrates that the projected circulation changes are consistent with a purely wind driven response. While the equatorial winds weaken for both El Nio events and in the projections, the ocean response and the mechanisms driving the projected wind changes are distinct from those operating on interannual timescales. © 2012 by the American Geophysical Union."
2-s2.0-84863399636,On challenges in predicting bottom water transport in the Southern Ocean,Journal of Climate,2012-02-01,25,4,1349-1356,10.1175/JCLI-D-11-00040.1,ar,Article,11,,1,"Changes in the Southern Ocean lower-limb overturning circulation are analyzed using a set of climate models. In agreement with some recently developed theoretical models, it is found that the overturning can be strongly affected by winds. In particular, the simulated strengthening of large-scale southward transport in the abyss is explicitly driven by zonal wind stress. However, there is a considerable range among the climate models in their projected changes of Southern Ocean wind stress. Furthermore, the strengthening of largescale southward transport tends to be compensated by eddy-induced northward flows in the abyss, particularly at eddy-permitting resolution. As a result, the net Antarctic Bottom Water (AABW) export may only be weakly affected. However, none of the models considered accounts for the possibility that a fraction of the eddy kinetic energy may be converted to diapycnal mixing. If this were the case, the presented energetic arguments suggest that stronger Southern Ocean winds would result in a stronger AABW transport."
2-s2.0-84861798429,Variability and Change in the Ocean,Future of the World S Climate,2012-01-01,,,141-165,10.1016/B978-0-12-386917-3.00006-3,ch,Book Chapter,29,,0,"The ocean is host to a vast diversity of life; it is of immense social and economic value to us and it plays a crucial role in the climate system over synoptic to multi millennium timescales. Consequently, it is of great importance to understand changes that oceans have gone through in the past and how they might change in the future. In the context of anthropogenic climate change, the ocean acts as an important buffer. The majority of extra heat entering the climate system through enhanced greenhouse forcing, and almost half of the anthropogenic carbon dioxide (CO2) since preindustrial times have been sequestered and stored in the ocean. While mitigating against more rapid temperature rise in the atmosphere, the oceanic absorption of heat and CO2 has impacts on the ocean environment. The absorption of heat has caused thermal expansion of the ocean, which is a major contributor to global sea-level rise."
2-s2.0-81355164124,Evaluating global climate models for the Pacific island region,Climate Research,2011-11-22,49,3,169-187,10.3354/cr01028,ar,Article,51,,1,"While the practice of reporting multi-model ensemble climate projections is well established, there is much debate regarding the most appropriate methods of evaluating model performance, for the purpose of eliminating and/or weighting models based on skill. The CMIP3 model evaluation undertaken by the Pacific Climate Change Science Program (PCCSP) is presented here. This includes a quantitative assessment of the ability of the models to simulate 3 climate variables: (1) surface air temperature, (2) precipitation and (3) surface wind); 3 climate features: (4) the South Pacific Convergence Zone, (5) the Intertropical Convergence Zone and (6) the West Pacific Monsoon; as well as (7) the El Niño Southern Oscillation, (8) spurious model drift and (9) the long term warming signal. For each of 1 to 9, it is difficult to identify a clearly superior subset of models, but it is generally possible to isolate particularly poor performing models. Based on this analysis, we recommend that the following models be eliminated from the multi-model ensemble, for the purposes of calculating PCCSP climate projections: INM-CM3.0, PCM and GISS-EH (consistently poor performance on 1 to 9); INGV-SXG (strong model drift); GISS-AOM and GISS-ER (poor ENSO simulation, which was considered a critical aspect of the tropical Pacific climate). Since there are relatively few studies in the peer reviewed literature that have attempted to combine metrics of model performance pertaining to such a wide variety of climate processes and phenomena, we propose that the approach of the PCCSP could be adapted to any region and set of climate model simulations. © Inter-Research 2011."
2-s2.0-79960688149,The contribution of Indian Ocean sea surface temperature anomalies on Australian summer rainfall during EL Niño events,Journal of Climate,2011-07-01,24,14,3734-3747,10.1175/2011JCLI3885.1,ar,Article,80,,1,"This study investigates the impact of Indian Ocean sea surface temperature (SST) anomalies on the atmospheric circulation of the Southern Hemisphere during El Niño events, with a focus on Australian climate. During El Niño episodes, the tropical Indian Ocean exhibits two types of SST response: a uniform ""basinwide warming"" and a dipole mode-the Indian Ocean dipole (IOD). While the impacts of the IOD on climate have been extensively studied, the effects of the basinwide warming, particularly in the Southern Hemisphere, have received less attention. The interannual basinwide warming response has important implications for Southern Hemisphere atmospheric circulation because 1) it accounts for a greater portion of the Indian Ocean monthly SST variance than the IOD pattern and 2) its maximum amplitude occurs during austral summer to early autumn, when large parts of Australia, South America, and Africa experience their monsoon. Using observations and numerical experiments with an atmospheric general circulation model forced with historical SST from 1949 to 2005 over different tropical domains, the authors show that the basinwide warming leads to a Gill-Matsuno-type response that reinforces the anomalies caused by changes in the Pacific as part of El Niño. In particular, the basinwide warming drives strong subsidence over Australia, prolonging the dry conditions during January-March, when El Niño-related SST starts to decay. In addition to the anomalous circulation in the tropics, the basinwide warming excites a pair of barotropic anomalies in the Indian Ocean extratropics that induces an anomalous anticyclone in the Great Australian Bight. © 2011 American Meteorological Society."
2-s2.0-79960664095,Corrigendum,Journal of Climate,2011-07-01,24,14,3796,10.1175/JCLI-D-11-00229.1,er,Erratum,3,,0,
2-s2.0-79955016669,Indian and Pacific Ocean influences on southeast Australian drought and soil moisture,Journal of Climate,2011-03-01,24,5,1313-1336,10.1175/2010JCLI3475.1,ar,Article,149,,1,"The relative influences of Indian and Pacific Ocean modes of variability on Australian rainfall and soil moisture are investigated for seasonal, interannual, and decadal time scales. For the period 1900-2006, observations, reanalysis products, and hindcasts of soil moisture during the cool season (June-October) are used to assess the impacts of El Niño-Southern Oscillation (ENSO) and the Indian Ocean dipole (IOD) on southeastern Australia and the Murray-Darling Basin, two regions that have recently suffered severe droughts. A distinct asymmetry is found in the impacts of the opposite phases of both ENSO and IOD on Australian rainfall and soil moisture. There are significant differences between the dominant drivers of drought at interannual and decadal time scales. On interannual time scales, both ENSO and the IOD modify southeastern Australian soil moisture, with the driest (wettest) conditions over the southeast and more broadly over large parts of Australia occurring during years when an El Niño and a positive IOD event (La Niña and a negative IOD event) co-occur. The atmospheric circulation associated with these responses is discussed. Lower-frequency variability over southeastern Australia, however, including multiyear drought periods, seems to be more robustly related to Indian Ocean temperatures than Pacific conditions. The frequencies of both positive and negative IOD events are significantly different during periods of prolonged drought compared to extended periods of ""normal"" rainfall. In contrast, the frequency of ENSO events remains largely unchanged during prolonged dry and wet periods. For the Murray-Darling Basin, there appears to be a significant influence by La Niña and both positive and negative IOD events. In particular, La Niña plays a much more prominent role than for more southern regions, especially on interannual time scales and during prolonged wet periods. For prolonged dry (wet) periods, positive IOD events also occur in unusually high (low) numbers. © 2011 American Meteorological Society."
2-s2.0-80053519155,Multi-decadal modulation of the El Nĩo-Indian monsoon relationship by Indian Ocean variability,Environmental Research Letters,2011-01-01,6,3,,10.1088/1748-9326/6/3/034006,ar,Article,109,,1,"The role of leading modes of Indo-Pacific climate variability is investigated for modulation of the strength of the Indian summer monsoon during the period 1877-2006. In particular, the effect of Indian Ocean conditions on the relationship between the El Nĩo-Southern Oscillation (ENSO) and the Indian monsoon is explored. Using an extended classification for ENSO and Indian Ocean dipole (IOD) events for the past 130 years and reanalyses, we have expanded previous interannual work to show that variations in Indian Ocean conditions modulate the ENSO-Indian monsoon relationship also on decadal timescales. El Nĩo events are frequently accompanied by a significantly reduced Indian monsoon and widespread drought conditions due to anomalous subsidence associated with a shift in the descending branch of the zonal Walker circulation. However, for El Nĩo events that co-occur with positive IOD (pIOD) events, Indian Ocean conditions act to counter El Nĩo's drought-inducing subsidence by enhancing moisture convergence over the Indian subcontinent, with an average monsoon season resulting. Decadal modulations of the frequency of independent and combined El Nĩo and pIOD events are consistent with a strengthened El Nĩo-Indian monsoon relationship observed at the start of the 20th century and the apparent recent weakening of the El Nĩo-Indian monsoon relationship. © 2011 IOP Publishing Ltd."
2-s2.0-78649256875,Genesis of Indian Ocean mixed layer temperature anomalies: A heat budget analysis,Journal of Climate,2010-10-01,23,20,5375-5403,10.1175/2010JCLI3072.1,ar,Article,50,,1,"The genesis of mixed layer temperature anomalies across the Indian Ocean are analyzed in terms of the underlying heat budget components. Observational data, for which a seasonal budget can be computed, and a climate model output, which provides improved spatial and temporal coverage for longer time scales, are examined. The seasonal climatology of the model heat budget is broadly consistent with the observational reconstruction, thus providing certain confidence in extending the model analysis to interannual time scales. To identify the dominant heat budget components, covariance analysis is applied based on the heat budget equation. In addition, the role of the heat budget terms on the generation and decay of temperature anomalies is revealed via a novel temperature variance budget approach. The seasonal evolution of the mixed layer temperature is found to be largely controlled by air-sea heat fluxes, except in the tropics where advection and entrainment are important. A distinct shift in the importance and role of certain heat budget components is shown to be apparent in moving from seasonal to interannual time scales. On these longer time scales, advection gains importance in generating and sustaining anomalies over extensive regions, including the trade wind and midlatitude wind regimes. On the other hand, air-sea heat fluxes tend to drive the evolution of thermal anomalies over subtropical regions including off northwestern Australia. In the tropics, however, they limit the growth of anomalies. Entrainment plays a role in the generation and maintenance of interannual anomalies over localized regions, particularly off Sumatra and over the Seychelles-Chagos Thermocline Ridge. It is further shown that the spatial distribution of the role and importance of these terms is related to oceanographic features of the Indian Ocean. Mixed layer depth effects and the influence of model biases are discussed. © 2010 American Meteorological Society."
2-s2.0-77958098696,Australian monsoon variability driven by a Gill-Matsuno-type response to central west Pacific warming,Journal of Climate,2010-09-01,23,18,4717-4736,10.1175/2010JCLI3474.1,ar,Article,53,,1,"The objective of this study is to investigate the mechanisms that cause the anomalous intensification of tropical Australian rainfall at the height of the monsoon during El Niño Modoki events. In such events, northwestern Australia tends to be wetter in January and February when the SST warming is displaced to the central west Pacific, the opposite response to that associated with a traditional El Niño. In addition, during the bounding months, that is, December and March, there is below-average rainfall induced by an anomalous Walker circulation. This behavior tends to narrow and intensify the annual rainfall cycle over northwestern Australia relative to the climatology, causing a delayed monsoonal onset and an earlier retreat over the region. Observational datasets and numerical experiments with a general circulation model are used to examine the atmospheric response to the central west Pacific SST warming. It is shown here that the increase of precipitation, particularly in February, is phased locked to the seasonal cycle when the intertropical convergence zone is displaced southward and the South Pacific convergence zone is strengthened. An interaction between the interannual SST variability associated with El Niño Modoki events and the evolution of the seasonal cycle intensifies deep convection in the central west Pacific, driving a Gill-Matsuno-type response to the diabatic heating. The westward-propagating disturbance associated with the Gill-Matsuno mechanism generates an anomalous cyclonic circulation over northwestern Australia, leading to convergence of moisture and increased precipitation. The Gill-Matsuno-type response overwhelms the subsidence of the anomalous Walker circulation associated with Modoki events over Australia during the peak of the monsoon. © 2010 American Meteorological Society."
2-s2.0-77649281648,The modulation of ENSO variability in CCSM3 by extratropical Rossby waves,Journal of Climate,2009-11-01,22,22,5839-5853,10.1175/2009JCLI2922.1,ar,Article,8,,1,"Evidence suggests that the magnitude and frequency of the El Niño-Southern Oscillation (ENSO) changes on interdecadal time scales. This is manifest in a distinct shift in ENSO behavior during the late 1970s. This study investigates mechanisms that may force this interdecadal variability and, in particular, on modulations driven by extratropical Rossby waves. Results from oceanic shallow-water models show that the Rossby wave theory can explain small near-zonal changes in equatorial thermocline depth that can alter the amplitude of simulated ENSO events. However, questions remain over whether the same mechanism operates in more complex coupled general circulation models (CGCMs) and what the magnitude of the resulting change would be. Experiments carried out in a state-of-the-art z-coordinate primitive equation model confirm that the Rossby wave mechanism does indeed operate. The effects of these interactions are further investigated using a partial coupling (PC) technique. This allows for the isolation of the role of wind stress-forced oceanic exchanges between the extratropics and the tropics and the subsequent modulation of ENSO variability. It is found that changes in the background state of the equatorial Pacific thermocline depth, induced by a fixed offequatorial wind stress anomaly, can significantly affect the probability of ENSO events occurring. This confirms the results obtained from simpler models and further validates theories that rely on oceanic wave dynamics to generate Pacific Ocean interdecadal variability. This indicates that an improved predictive capability for seasonal-to-interannual ENSO variability could be achieved through a better understanding of extratropical-to-tropical Pacific Ocean transfers and western boundary processes. Furthermore, such an understanding would provide a physical basis to enhance multiyear probabilistic predictions of ENSO indices. © 2009 American Meteorological Society."
2-s2.0-77649279480,Modulation of Australian precipitation by meridional gradients in east Indian Ocean sea surface temperature,Journal of Climate,2009-11-01,22,21,5597-5610,10.1175/2009JCLI3021.1,ar,Article,56,,1,"This study explores the impact of meridional sea surface temperature (SST) gradients across the eastern Indian Ocean on interannual variations in Australian precipitation. Atmospheric general circulation model (AGCM) experiments are conducted in which the sign and magnitude of eastern Indian Ocean SST gradients are perturbed. This results in significant rainfall changes for western and southeastern Australia. A reduction (increase) in the meridional SST gradient drives a corresponding response in the atmospheric thickness gradients and results in anomalous dry (wet) conditions over Australia. During simulated wet years, this seems to be due to westerly anomalies in the thermal wind over Australia and anomalous onshore moisture advection, with a suggestion that the opposite occurs during dry conditions. Thus, an asymmetry is seen in the magnitude of the forced circulation and precipitation response between the dry and wet simulations. To assess the relative contribution of the SST anomalies making up the meridional gradient, the SST pattern is decomposed into its constituent ""poles,"" that is, the eastern tropical pole off the northwest shelf of Australia versus the southern pole in the central subtropical Indian Ocean. Overall, the simulated Australian rainfall response is linear with regard to the sign and magnitude of the eastern Indian Ocean SST gradient. The tropical eastern pole has a larger impact on the atmospheric circulation and Australian precipitation changes relative to the southern subtropical pole. However, there is clear evidence of the importance of the southern pole in enhancing the Australian rainfall response, when occurring in conjunction with but of opposite sign to the eastern tropical pole. The observed relationship between the meridional SST gradient in the eastern Indian Ocean and rainfall over western and southeastern Australia is also analyzed for the period 1970-2005. The observed relationship is found to be consistent with the AGCM results. © 2009 American Meteorological Society."
2-s2.0-70349754500,Constraining future greenhouse gas emissions by a cumulative target,Proceedings of the National Academy of Sciences of the United States of America,2009-09-29,106,39,16539-16540,10.1073/pnas.0908197106,no,Note,15,19805332,2,
2-s2.0-68749083366,Effect of anomalous warming in the central Pacific on the Australian monsoon,Geophysical Research Letters,2009-06-01,36,12,,10.1029/2009GL038416,ar,Article,69,,0,"The influence of sea surface temperature (SST) anomalies in the central Pacific Ocean on rainfall variability over Australia is investigated using observations and idealized simulations from an atmospheric general circulation model. We show that the SST warming centered at 180°W is associated with increased monsoon precipitation over northern Australia from January to February and a decrease in December and March over the same region, leading to a shorter and more intense monsoon period. In recent years SST anomalies commonly associated with El Niño events have often exhibited a peak signature in the central, not eastern, Pacific. These so-called El Niño Modoki events are shown here to result in a markedly shorter and more intense Australian monsoon season. Copyright 2009 by the American Geophysical Union."
2-s2.0-67650527129,Projected changes to the Southern Hemisphere ocean and sea ice in the IPCC AR4 climate models,Journal of Climate,2009-06-01,22,11,3047-3078,10.1175/2008JCLI2827.1,ar,Article,156,,1,"Fidelity and projected changes in the climate models, used for the Intergovernmental Panel on Climate Change (IPCC) Fourth Assessment Report (AR4), are assessed with regard to the Southern Hemisphere extratropical ocean and sea ice systems. While individual models span different physical parameterizations and resolutions, a major component of intermodel variability results from surface wind differences. Projected changes to the surface wind field are also central in modifying future extratropical circulation and internal properties. A robust southward shift of the circumpolar current and subtropical gyres is projected, with a strong spinup of the Atlantic gyre. An associated increase in the core strength of the circumpolar circulation is evident; however, this does not translate into robust increases in Drake Passage transport. While an overarching oceanic warming is projected, the circulation-driven poleward shift of the temperature field explains much of the midlatitude warming pattern. The effect of this shift is less clear for salinity, where, instead, surface freshwater forcing dominates. Surface warming and high-latitude freshwater increases drive intensified stratification, and a shoaling and southward shift of the deep mixed layers. Despite large inter-model differences, there is also a robust weakening in bottom water formation and its northward outflow. At the same time the wind intensification invigorates the upwelling of deep water, transporting warm, salty water southward and upward, with major implications for sequestration and outgassing of CO2. A robust decrease is projected for both the sea ice concentration and the seasonal cycling of ice volume, potentially altering the salt and heat budget at high latitudes. © 2009 American Meteorological Society."
2-s2.0-66149185567,What causes southeast Australia's worst droughts?,Geophysical Research Letters,2009-02-28,36,4,,10.1029/2008GL036801,ar,Article,577,,1,"Since 1995, a large region of Australia has been gripped by the most severe drought in living memory, the so-called ""Big Dry"". The ramifications for affected regions are dire, with acute water shortages for rural and metropolitan areas, record agricultural losses, the drying-out of two of Australia's major river systems and far-reaching ecosystem damage. Yet the drought's origins have remained elusive. For Southeast Australia, we show here that the ""Big Dry"" and other iconic 20th Century droughts, including the Federation Drought (1895-1902) and World War II drought (1937-1945), are driven by Indian Ocean variability, not Pacific Ocean conditions as traditionally assumed. Specifically, a conspicuous absence of Indian Ocean temperature conditions conducive to enhanced tropical moisture transport has deprived southeastern Australia of its normal rainfall quota. In the case of the ""Big Dry"", its unprecedented intensity is also related to recent higher temperatures. © 2009 by the American Geophysical Union."
2-s2.0-60749123894,Causes of late twentieth-century trends in New Zealand precipitation,Journal of Climate,2009-02-27,22,1,3-19,10.1175/2008JCLI2323.1,ar,Article,52,,1,"Late twentieth-century trends in New Zealand precipitation are examined using observations and reanalysis data for the period 1979-2006. One of the aims of this study is to investigate the link between these trends and recent changes in the large-scale atmospheric circulation in the Southern Hemisphere. The contributions from changes in Southern Hemisphere climate modes, particularly the El Niño-Southern Oscillation (ENSO) and the southern annular mode (SAM), are quantified for the austral summer season, December-February (DJF). Increasingly drier conditions over much of New Zealand can be partially explained by the SAM and ENSO. Especially over wide parts of the North Island and western regions of the South Island, the SAM potentially contributes up to 80% and 20%-50% to the overall decline in DJF precipitation, respectively. Over the North Island, the contribution of the SAM and ENSO to precipitation trends is of the same sign. In contrast, over the southwest of the South Island the two climate modes act in the opposite sense, though the effect of the SAM seems to dominate there during austral summer. The leading modes of variability in summertime precipitation over New Zealand are linked to the large-scale atmospheric circulation. The two dominant modes, explaining 64% and 9% of the overall DJF precipitation variability respectively, can be understood as local manifestations of the large-scale climate variability associated with the SAM and ENSO. © 2009 American Meteorological Society."
